date,time,sensor,message
2008-04-04,15:12:33.518518,M13,ON
2008-04-04,15:12:36.791527,M14,ON
2008-04-04,15:12:37.689279,M15,ON
2008-04-04,15:12:37.977273,M16,ON
2008-04-04,15:12:38.868953,M13,OFF
2008-04-04,15:12:39.550766,M17,ON
2008-04-04,15:12:39.926664,M15,OFF
2008-04-04,15:12:40.646477,M14,OFF
2008-04-04,15:12:41.92113,M16,OFF
2008-04-04,15:12:42.48132,AD1-B,0.03961
2008-04-04,15:12:43.952547,M17,OFF
2008-04-04,15:12:45.23231,AD1-B,0.207073
2008-04-04,15:12:57.22162,AD1-B,0.476296
2008-04-04,15:13:03.24408,AD1-B,0.533875
2008-04-04,15:13:04.457562,M17,ON
