date,time,sensor,message
2008-06-09,14:22:21.822736,M13,ON
2008-06-09,14:22:26.919302,M13,OFF
2008-06-09,14:22:27.131247,M13,ON
2008-06-09,14:22:33.457474,M14,ON
2008-06-09,14:22:34.506217,M15,ON
2008-06-09,14:22:34.867116,M16,ON
2008-06-09,14:22:35.99677,M17,ON
2008-06-09,14:22:37.522358,M14,OFF
2008-06-09,14:22:37.854236,M16,OFF
2008-06-09,14:22:38.188149,M13,OFF
2008-06-09,14:22:38.464077,M15,OFF
2008-06-09,14:22:40.521532,M17,OFF
2008-06-09,14:22:50.63802,M18,ON
2008-06-09,14:22:52.558463,M18,OFF
2008-06-09,14:22:55.20892,AD1-A,2.82121
2008-06-09,14:22:59.25811,M18,ON
2008-06-09,14:23:02.783333,M18,OFF
