date,time,sensor,message
2008-03-28,13:41:32.525371,M14,OFF
2008-03-28,13:41:34.469885,M14,ON
2008-03-28,13:41:35.176689,M15,ON
2008-03-28,13:41:35.91455,M16,ON
2008-03-28,13:41:36.892267,M17,ON
2008-03-28,13:41:37.888022,M16,OFF
2008-03-28,13:41:38.17055,M14,OFF
2008-03-28,13:41:38.991776,M15,OFF
2008-03-28,13:41:38.991776,M13,OFF
2008-03-28,13:41:41.31117,M17,OFF
2008-03-28,13:41:43.1709,AD1-B,0.0348443
2008-03-28,13:42:02.737724,M17,ON
2008-03-28,13:42:16.398,AD1-B,0.20262
2008-03-28,13:42:16.629889,M17,OFF
