date,time,sensor,message
2008-04-10,09:33:01.293865,M23,ON
2008-04-10,09:33:01.452801,M21,OFF
2008-04-10,09:33:01.613745,M01,ON
2008-04-10,09:33:02.190528,M22,OFF
2008-04-10,09:33:02.540428,M08,ON
2008-04-10,09:33:02.724455,M07,ON
2008-04-10,09:33:02.724455,M23,OFF
2008-04-10,09:33:03.581158,M01,OFF
2008-04-10,09:33:03.581158,M09,ON
2008-04-10,09:33:04.275995,M07,OFF
2008-04-10,09:33:05.331638,M08,OFF
2008-04-10,09:33:07.20183,M09,OFF
2008-04-10,09:33:12.535976,M09,ON
2008-04-10,09:33:13.772025,M09,OFF
2008-04-10,09:34:12.558902,M14,ON
2008-04-10,09:34:18.557808,M14,OFF
2008-04-10,09:34:20.726957,M14,ON
2008-04-10,09:34:21.555078,I08,ABSENT
2008-04-10,09:34:22.113,M14,OFF
2008-04-10,09:34:25.17498,M14,ON
2008-04-10,09:34:26.759537,M14,OFF
2008-04-10,09:34:52.768441,M14,ON
2008-04-10,09:34:54.487963,M14,OFF
2008-04-10,09:35:15.545143,M14,ON
2008-04-10,09:35:17.50689,M14,OFF
2008-04-10,09:35:23.71977,M13,ON
2008-04-10,09:35:24.735573,M13,OFF
2008-04-10,09:35:27.539659,M13,ON
2008-04-10,09:35:28.514712,M13,OFF
2008-04-10,09:35:38.72628,M14,ON
2008-04-10,09:35:39.749166,M14,OFF
2008-04-10,09:35:45.467059,M13,ON
2008-04-10,09:35:46.986588,M13,OFF
2008-04-10,09:35:52.54659,M13,ON
2008-04-10,09:35:53.543629,M13,OFF
2008-04-10,09:35:58.895815,M13,ON
2008-04-10,09:36:00.665288,M13,OFF
2008-04-10,09:36:19.476919,M13,ON
2008-04-10,09:36:21.549442,M13,OFF
2008-04-10,09:36:25.572411,M14,ON
2008-04-10,09:36:27.53982,M14,OFF
2008-04-10,09:36:35.906539,M14,ON
2008-04-10,09:36:37.646678,M14,OFF
2008-04-10,09:36:38.5727,M14,ON
2008-04-10,09:36:39.43807,M14,OFF
2008-04-10,09:36:51.463484,M14,ON
2008-04-10,09:36:52.393216,M14,OFF
2008-04-10,09:36:57.989228,M14,ON
2008-04-10,09:37:01.421497,M14,OFF
2008-04-10,09:37:11.899225,M14,ON
2008-04-10,09:37:12.935902,M14,OFF
2008-04-10,09:37:16.505861,M13,ON
2008-04-10,09:37:17.521553,M13,OFF
2008-04-10,09:37:19.178084,M14,ON
2008-04-10,09:37:20.960573,M14,OFF
2008-04-10,09:37:30.549082,M13,ON
2008-04-10,09:37:30.921954,M14,ON
2008-04-10,09:37:31.23788,M13,OFF
2008-04-10,09:37:32.6305,M14,OFF
2008-04-10,09:37:35.141779,M13,ON
2008-04-10,09:37:36.699306,M13,OFF
2008-04-10,09:37:39.596504,M13,ON
2008-04-10,09:37:41.738199,M13,OFF
2008-04-10,09:37:49.75725,M13,ON
2008-04-10,09:37:52.706386,M13,OFF
2008-04-10,09:38:19.508066,M13,ON
2008-04-10,09:38:21.485513,M13,OFF
2008-04-10,09:39:03.674752,M13,ON
2008-04-10,09:39:05.717546,M13,OFF
2008-04-10,09:39:22.80338,M14,ON
2008-04-10,09:39:23.803093,M14,OFF
2008-04-10,09:39:24.946797,M13,ON
2008-04-10,09:39:29.143493,M13,OFF
2008-04-10,09:39:50,asterisk,START
2008-04-10,09:40:10.140757,M13,ON
2008-04-10,09:40:11.812558,M13,OFF
2008-04-10,09:40:12.46855,M13,ON
2008-04-10,09:40:14.34328,M13,OFF
2008-04-10,09:40:14.685161,M13,ON
2008-04-10,09:40:19.423861,M13,OFF
2008-04-10,09:40:33.497504,M13,ON
2008-04-10,09:40:34.752093,M13,OFF
2008-04-10,09:40:59.697219,M13,ON
2008-04-10,09:41:06.976932,M13,OFF
2008-04-10,09:41:08.861111,M13,ON
2008-04-10,09:41:12.7212,M13,OFF
2008-04-10,09:41:12.882235,M13,ON
2008-04-10,09:41:15.626407,M13,OFF
2008-04-10,09:41:23,asterisk,END
2008-04-10,09:41:23.221958,M13,ON
2008-04-10,09:41:27.475799,M13,OFF
2008-04-10,09:41:27.761696,M13,ON
2008-04-10,09:41:27.932597,M14,ON
2008-04-10,09:41:28.684603,I08,PRESENT
2008-04-10,09:41:29.383663,M13,OFF
2008-04-10,09:41:29.735669,M14,OFF
2008-04-10,09:41:31.284777,M13,ON
2008-04-10,09:41:32.923978,M13,OFF
2008-04-10,09:42:09.770468,M13,ON
