date,time,sensor,message
2008-04-15,12:19:31.974604,M14,ON
2008-04-15,12:19:33.36627,M15,ON
2008-04-15,12:19:33.670221,M16,ON
2008-04-15,12:19:34.660893,M17,ON
2008-04-15,12:19:35.317746,M13,OFF
2008-04-15,12:19:35.60802,M14,OFF
2008-04-15,12:19:36.373653,M16,OFF
2008-04-15,12:19:36.534752,M15,OFF
2008-04-15,12:19:39.744953,M17,OFF
2008-04-15,12:19:40.18969,AD1-B,0.0478523
2008-04-15,12:19:43.5197,AD1-B,0.453366
2008-04-15,12:19:44.682795,M17,ON
2008-04-15,12:19:45.79148,M17,OFF
2008-04-15,12:19:46.706215,M17,ON
2008-04-15,12:19:48.870657,M17,OFF
2008-04-15,12:19:54.923717,M17,ON
2008-04-15,12:19:56.42409,M17,OFF
2008-04-15,12:19:58.182,AD1-B,0.53286
2008-04-15,12:19:58.472743,M17,ON
2008-04-15,12:20:04.465114,M17,OFF
2008-04-15,12:20:05.26912,M17,ON
