date,time,sensor,message
2008-04-10,09:50:21.81499,AD1-A,2.84497
2008-04-10,09:50:29.796753,M17,ON
2008-04-10,09:50:40.82524,D01,OPEN
2008-04-10,09:50:43.512517,I03,ABSENT
2008-04-10,09:50:45.909824,D01,CLOSE
2008-04-10,09:50:51.1296,AD1-C,0.0398053
2008-04-10,09:50:51.520182,M17,OFF
2008-04-10,09:50:53.641558,M17,ON
2008-04-10,09:50:54.9434,AD1-C,0.439382
2008-04-10,09:50:55.343135,M15,ON
2008-04-10,09:50:55.56131,M16,ON
2008-04-10,09:50:56.140842,M14,ON
2008-04-10,09:50:56.495744,M17,OFF
2008-04-10,09:50:57.14572,AD1-C,0.126525
2008-04-10,09:50:57.535524,M14,OFF
2008-04-10,09:50:57.535524,M16,OFF
2008-04-10,09:50:58.254235,M16,ON
2008-04-10,09:51:00.562633,M17,ON
2008-04-10,09:51:00.562633,M15,OFF
2008-04-10,09:51:01.333379,M16,OFF
2008-04-10,09:51:02.399162,M17,OFF
2008-04-10,09:51:05.102482,M17,ON
2008-04-10,09:51:05.605367,M16,ON
2008-04-10,09:51:05.948273,M15,ON
2008-04-10,09:51:06.636103,M14,ON
2008-04-10,09:51:06.636103,M17,OFF
2008-04-10,09:51:10.269054,M15,OFF
2008-04-10,09:51:10.619953,M16,OFF
2008-04-10,09:51:12.523424,M14,OFF
2008-04-10,09:51:14.922751,M14,ON
2008-04-10,09:51:17.794332,M14,OFF
2008-04-10,09:51:22.387749,M13,ON
2008-04-10,09:51:24.524708,M13,OFF
