date,time,sensor,message
2008-04-08,13:35:26.164564,M14,ON
2008-04-08,13:35:27.647246,M15,ON
2008-04-08,13:35:28.201141,M16,ON
2008-04-08,13:35:29.665023,M17,ON
2008-04-08,13:35:29.942081,M13,OFF
2008-04-08,13:35:30.709941,M14,OFF
2008-04-08,13:35:31.394828,M15,OFF
2008-04-08,13:35:31.775758,M16,OFF
2008-04-08,13:35:33.480389,M17,OFF
2008-04-08,13:35:33.8444,AD1-B,0.034063
2008-04-08,13:35:33.8444,AD1-C,0.0350005
2008-04-08,13:35:36.24613,AD1-B,0.286958
2008-04-08,13:35:36.24613,AD1-C,0.275317
2008-04-08,13:35:39.1637,AD1-B,0.34981
2008-04-08,13:35:39.1637,AD1-C,0.332075
2008-04-08,13:35:45.20567,AD1-B,0.290747
2008-04-08,13:35:45.471591,M17,ON
2008-04-08,13:35:48.5934,AD1-B,0.337583
2008-04-08,13:35:48.918676,M17,OFF
2008-04-08,13:35:49.185602,M17,ON
2008-04-08,13:35:51.1508,AD1-C,0.281137
2008-04-08,13:35:54.4238,AD1-C,0.332036
2008-04-08,13:35:57.15405,M18,ON
