date,time,sensor,message
2008-04-08,13:41:40.624172,D01,CLOSE
2008-04-08,13:41:41.663931,M17,ON
2008-04-08,13:41:43.527391,M17,OFF
2008-04-08,13:41:43.679406,M17,ON
2008-04-08,13:41:45.22978,AD1-A,3.01911
2008-04-08,13:41:46.358619,M17,OFF
2008-04-08,13:41:48.29215,AD1-A,2.97559
2008-04-08,13:41:54.29833,AD1-A,2.93129
2008-04-08,13:42:03.183,AD1-A,2.86903
2008-04-08,13:42:03.817777,D01,OPEN
2008-04-08,13:42:04.706874,M17,ON
2008-04-08,13:42:05.35,I03,ABSENT
2008-04-08,13:42:06.649047,D01,CLOSE
2008-04-08,13:42:12.13575,AD1-C,0.0462898
2008-04-08,13:42:12.884376,M17,OFF
2008-04-08,13:42:15.5763,AD1-C,0.23891
2008-04-08,13:42:15.6337,M17,ON
2008-04-08,13:42:18.17439,AD1-C,0.197073
2008-04-08,13:42:19.212307,M16,ON
2008-04-08,13:42:19.670201,M15,ON
2008-04-08,13:42:20.277068,M14,ON
2008-04-08,13:42:22.284531,M17,OFF
2008-04-08,13:42:22.599456,M15,OFF
2008-04-08,13:42:23.320244,M16,OFF
2008-04-08,13:42:26.439785,M13,ON
2008-04-08,13:42:30.91117,M13,OFF
2008-04-08,13:42:31.335212,M14,OFF
2008-04-08,13:42:33.470041,M14,ON
2008-04-08,13:42:34.365822,M14,OFF
2008-04-08,13:42:34.510858,M14,ON
2008-04-08,13:42:38.798575,M14,OFF
2008-04-08,13:42:48.21981,AD1-A,2.83317
2008-04-08,13:42:49.643615,M14,ON
