date,time,sensor,message
2008-04-15,13:40:59.329148,M14,ON
2008-04-15,13:40:59.487119,M13,ON
2008-04-15,13:41:02.63429,M13,OFF
2008-04-15,13:41:04.577754,M14,OFF
2008-04-15,13:41:04.957625,M14,ON
2008-04-15,13:41:07.833809,M15,ON
2008-04-15,13:41:08.508641,M16,ON
2008-04-15,13:41:10.542231,M17,ON
2008-04-15,13:41:11.82016,M14,OFF
2008-04-15,13:41:12.589215,M15,OFF
2008-04-15,13:41:13.541354,M16,OFF
2008-04-15,13:41:19.559314,M17,OFF
2008-04-15,13:41:26.559862,M17,ON
2008-04-15,13:41:29.639294,M17,OFF
2008-04-15,13:42:03.971333,M17,ON
2008-04-15,13:42:05.513946,M17,OFF
2008-04-15,13:42:26.30511,M17,ON
2008-04-15,13:42:29.308284,M17,OFF
2008-04-15,13:42:30.9209,M17,ON
2008-04-15,13:42:32.29597,M17,OFF
2008-04-15,13:42:58.497693,M18,ON
2008-04-15,13:43:00.827987,M18,OFF
2008-04-15,13:43:03.752182,M17,ON
