date,time,sensor,message
2008-06-09,14:07:36.275567,M23,ON
2008-06-09,14:07:36.751437,M01,ON
2008-06-09,14:07:37.592239,M07,ON
2008-06-09,14:07:37.828135,M08,ON
2008-06-09,14:07:38.299999,M23,OFF
2008-06-09,14:07:39.12377,M07,OFF
2008-06-09,14:07:39.708594,M14,ON
2008-06-09,14:07:39.923533,M01,OFF
2008-06-09,14:07:40.848282,M08,OFF
2008-06-09,14:07:41.970988,M13,ON
2008-06-09,14:07:43.921422,M14,OFF
2008-06-09,14:07:44.883162,I08,ABSENT
2008-06-09,14:07:50.927467,M13,OFF
2008-06-09,14:07:51.80507,M13,ON
2008-06-09,14:07:52.513087,M13,OFF
2008-06-09,14:08:05.372788,M13,ON
2008-06-09,14:08:06.908331,M13,OFF
2008-06-09,14:08:07.572198,M13,ON
2008-06-09,14:08:13.528382,M13,OFF
2008-06-09,14:08:15.32052,M13,ON
2008-06-09,14:08:19.781599,M13,OFF
2008-06-09,14:08:21.608092,M13,ON
2008-06-09,14:08:26.878074,M13,OFF
2008-06-09,14:08:28.742875,M13,ON
2008-06-09,14:08:31.575146,M13,OFF
2008-06-09,14:08:31.776091,M13,ON
2008-06-09,14:08:33.410641,M13,OFF
2008-06-09,14:08:35.410379,M13,ON
2008-06-09,14:08:38.15564,M13,OFF
2008-06-09,14:08:40.932808,M13,ON
2008-06-09,14:08:42.655641,M13,OFF
2008-06-09,14:08:44.191324,M13,ON
2008-06-09,14:08:46.695615,M13,OFF
2008-06-09,14:08:47.902287,M13,ON
2008-06-09,14:08:48.915015,M13,OFF
2008-06-09,14:08:52.55399,M13,ON
2008-06-09,14:08:54.757392,M13,OFF
2008-06-09,14:08:55,asterisk,START
2008-06-09,14:09:04.642646,M13,ON
2008-06-09,14:09:13.550515,M13,OFF
2008-06-09,14:10:00.342724,M13,ON
2008-06-09,14:10:02,asterisk,END
2008-06-09,14:10:07.581709,M13,OFF
2008-06-09,14:10:09.877066,M13,ON
