date,time,sensor,message
2008-04-04,13:40:28.339168,M13,ON
2008-04-04,13:40:34.796424,M14,ON
2008-04-04,13:40:36.479445,M15,ON
2008-04-04,13:40:37.86367,M16,ON
2008-04-04,13:40:38.176066,M17,ON
2008-04-04,13:40:38.459071,M13,OFF
2008-04-04,13:40:39.489744,M14,OFF
2008-04-04,13:40:39.734712,M16,OFF
2008-04-04,13:40:40.419462,M15,OFF
2008-04-04,13:40:45.2107,AD1-B,0.0591025
2008-04-04,13:40:45.497033,M17,OFF
2008-04-04,13:40:57.20638,AD1-B,0.276332
2008-04-04,13:41:00.25884,AD1-B,0.100666
2008-04-04,13:41:01.292494,M17,ON
2008-04-04,13:41:03.15064,AD1-B,0.251996
2008-04-04,13:41:03.547951,M17,OFF
2008-04-04,13:41:07.793629,M17,ON
