date,time,sensor,message
2008-06-09,14:43:27.628734,M17,ON
2008-06-09,14:43:31.32761,AD1-A,2.85551
2008-06-09,14:43:31.32761,AD1-C,0.0344927
2008-06-09,14:43:32.837388,M17,OFF
2008-06-09,14:43:34.464282,M17,ON
2008-06-09,14:43:37.16873,AD1-C,0.375435
2008-06-09,14:43:40.519963,M16,ON
2008-06-09,14:43:40.519963,M15,ON
2008-06-09,14:43:41.103832,M14,ON
2008-06-09,14:43:42.337461,M13,ON
2008-06-09,14:43:43.921574,M16,OFF
2008-06-09,14:43:43.921574,M17,OFF
2008-06-09,14:43:44.175653,M15,OFF
2008-06-09,14:43:44.646631,M14,OFF
2008-06-09,14:43:45.446698,M14,ON
2008-06-09,14:43:47.726874,M14,OFF
2008-06-09,14:43:51.207619,M13,OFF
2008-06-09,14:43:52.27418,AD1-A,2.83364
2008-06-09,14:43:55.486484,M13,ON
2008-06-09,14:43:57.201976,M13,OFF
