date,time,sensor,message
2008-06-04,09:19:23.15289,M17,ON
2008-06-04,09:19:27.83637,M17,OFF
2008-06-04,09:19:28.10379,AD1-B,0.035274
2008-06-04,09:19:32.842345,M17,ON
2008-06-04,09:19:34.11063,AD1-B,0.375865
2008-06-04,09:19:36.181749,M16,ON
2008-06-04,09:19:36.456806,M15,ON
2008-06-04,09:19:36.732762,M17,OFF
2008-06-04,09:19:37.459712,M14,ON
2008-06-04,09:19:37.675,AD1-B,0.0542196
2008-06-04,09:19:39.685263,M15,OFF
2008-06-04,09:19:39.826319,M16,OFF
2008-06-04,09:19:40.4189,AD1-A,2.83332
2008-06-04,09:19:47.661233,M14,OFF
2008-06-04,09:23:13.836062,M14,ON
2008-06-04,09:23:15.676068,M14,OFF
2008-06-04,09:23:25.501737,M14,ON
2008-06-04,09:23:27.360206,M14,OFF
