date,time,sensor,message
2008-06-09,10:21:45.759804,D01,OPEN
2008-06-09,10:21:49.446248,M17,OFF
2008-06-09,10:21:49.848185,I02,ABSENT
2008-06-09,10:21:52.46975,I02,PRESENT
2008-06-09,10:21:52.642678,I01,ABSENT
2008-06-09,10:22:00.28681,I04,ABSENT
2008-06-09,10:22:04.480897,I02,ABSENT
2008-06-09,10:22:23.7916,I03,ABSENT
2008-06-09,10:22:47.815619,I05,ABSENT
2008-06-09,10:23:03.2369,I07,ABSENT
2008-06-09,10:23:06.311222,I05,PRESENT
2008-06-09,10:23:11.367629,I05,ABSENT
2008-06-09,10:23:13.672373,I01,PRESENT
2008-06-09,10:23:14.271301,I01,ABSENT
2008-06-09,10:23:14.832104,I01,PRESENT
2008-06-09,10:23:17.406377,M17,ON
2008-06-09,10:23:22.512951,M17,OFF
2008-06-09,10:23:25.28194,AD1-B,0.0364068
2008-06-09,10:23:25.28194,AD1-C,0.0350005
2008-06-09,10:23:28.8349,AD1-C,0.086681
2008-06-09,10:23:28.8349,AD1-B,0.197112
2008-06-09,10:23:31.23514,AD1-B,0.21891
2008-06-09,10:23:34.41706,M17,ON
2008-06-09,10:23:34.41706,AD1-C,0.034688
2008-06-09,10:23:34.41706,AD1-B,0.188792
2008-06-09,10:23:37.16987,AD1-C,0.058204
2008-06-09,10:23:37.16987,AD1-B,0.0567196
2008-06-09,10:23:41.11305,M17,OFF
2008-06-09,10:23:43.75231,M17,ON
2008-06-09,10:23:50.316745,M17,OFF
2008-06-09,10:23:52.549928,M17,ON
2008-06-09,10:23:54.871165,M17,OFF
2008-06-09,10:23:55.5842,M17,ON
2008-06-09,10:23:56.68627,M17,OFF
2008-06-09,10:23:59.967572,M17,ON
2008-06-09,10:24:01.967009,M17,OFF
2008-06-09,10:24:18.214127,M17,ON
2008-06-09,10:24:28.545018,M17,OFF
2008-06-09,10:24:29.583732,M17,ON
2008-06-09,10:24:32.319958,I01,ABSENT
2008-06-09,10:24:34.819275,M17,OFF
2008-06-09,10:24:40.945571,M17,ON
2008-06-09,10:24:42.815062,M17,OFF
2008-06-09,10:24:48.531766,M17,ON
2008-06-09,10:24:56.504634,M17,OFF
2008-06-09,10:24:56.88701,I01,PRESENT
2008-06-09,10:25:02.453642,M17,ON
2008-06-09,10:25:04.560863,M17,OFF
2008-06-09,10:25:04.970845,M17,ON
2008-06-09,10:25:07.53357,AD1-A,2.81442
2008-06-09,10:25:07.53357,M17,OFF
2008-06-09,10:25:07.800195,M17,ON
2008-06-09,10:25:10.1752,AD1-A,2.94645
2008-06-09,10:25:13.22026,AD1-A,3.03981
2008-06-09,10:25:15.16882,M17,OFF
2008-06-09,10:25:16.29602,AD1-A,3.10091
2008-06-09,10:25:19.28806,AD1-A,3.15505
2008-06-09,10:25:22.4318,AD1-A,3.19872
2008-06-09,10:25:25.28559,AD1-A,3.23263
2008-06-09,10:25:28.4671,AD1-A,3.25661
2008-06-09,10:25:31.12185,AD1-A,3.21599
2008-06-09,10:25:34.27342,AD1-A,3.16294
2008-06-09,10:25:43.3814,AD1-A,3.13286
2008-06-09,10:25:49.31125,AD1-A,3.11044
2008-06-09,10:26:01.19085,AD1-A,3.0538
2008-06-09,10:26:07.17894,AD1-A,3.03239
2008-06-09,10:26:13.23391,AD1-A,3.05395
2008-06-09,10:26:16.10661,AD1-A,3.0045
2008-06-09,10:26:25.26943,AD1-A,3.03723
2008-06-09,10:26:31.21963,AD1-A,2.9963
2008-06-09,10:26:43.16571,AD1-A,3.01676
2008-06-09,10:26:49.1889,AD1-A,2.99559
2008-06-09,10:27:04.15982,AD1-A,3.02786
2008-06-09,10:27:10.6301,AD1-A,2.98965
2008-06-09,10:27:16.29472,AD1-A,3.0177
2008-06-09,10:27:19.18746,AD1-A,2.9888
2008-06-09,10:27:21.406865,M17,ON
2008-06-09,10:27:22.2569,AD1-A,3.0127
2008-06-09,10:27:22.543641,M18,ON
2008-06-09,10:27:25.1905,AD1-A,3.03559
2008-06-09,10:27:26.211606,M18,OFF
2008-06-09,10:27:26.98542,M17,OFF
2008-06-09,10:27:28.3263,AD1-A,3.0052
2008-06-09,10:27:31.998,AD1-A,3.07895
2008-06-09,10:27:43.2866,AD1-A,3.02653
2008-06-09,10:27:46.17544,AD1-A,2.98739
2008-06-09,10:28:04.27512,AD1-A,3.00833
2008-06-09,10:28:07.24694,AD1-A,2.98005
2008-06-09,10:28:10.26013,AD1-A,3.02333
2008-06-09,10:28:12.33574,M17,ON
2008-06-09,10:28:14.770842,M17,OFF
2008-06-09,10:28:25.29221,AD1-A,3.00192
2008-06-09,10:28:31.16073,AD1-A,3.02426
2008-06-09,10:28:37.29793,AD1-A,2.98255
2008-06-09,10:28:43.7556,AD1-A,3.01856
2008-06-09,10:28:52.27391,AD1-A,2.99606
2008-06-09,10:28:55.6892,AD1-A,3.02887
2008-06-09,10:29:13.15782,AD1-A,3.00122
2008-06-09,10:29:16.1039,AD1-A,3.02567
2008-06-09,10:29:22.21627,AD1-A,2.98755
2008-06-09,10:29:28.10982,AD1-A,3.02278
2008-06-09,10:29:34.23876,AD1-A,2.99755
2008-06-09,10:29:37.20104,AD1-A,3.01958
2008-06-09,10:29:37.549101,M17,ON
2008-06-09,10:29:39.18654,M17,OFF
2008-06-09,10:29:41.252033,M17,ON
