date,time,sensor,message
2008-06-04,12:49:05.642065,M13,OFF
2008-06-04,12:49:05.807146,M13,ON
2008-06-04,12:49:09.587265,M14,ON
2008-06-04,12:49:11.168819,M15,ON
2008-06-04,12:49:11.530799,M13,OFF
2008-06-04,12:49:11.530799,M16,ON
2008-06-04,12:49:12.668464,M17,ON
2008-06-04,12:49:13.750336,M14,OFF
2008-06-04,12:49:14.613265,M15,OFF
2008-06-04,12:49:14.994247,M16,OFF
2008-06-04,12:49:15.765174,M17,OFF
2008-06-04,12:49:19.10386,AD1-B,0.0367974
2008-06-04,12:49:22.29529,AD1-B,0.365357
2008-06-04,12:49:25.9621,AD1-B,0.40192
2008-06-04,12:49:31.12551,AD1-B,0.422663
2008-06-04,12:49:34.21754,AD1-B,0.495867
2008-06-04,12:49:37.17876,AD1-B,0.468913
2008-06-04,12:49:40.7006,AD1-B,0.513875
2008-06-04,12:49:43.29121,AD1-B,0.436022
2008-06-04,12:49:43.29121,AD1-C,0.0369537
2008-06-04,12:49:44.572715,M17,ON
2008-06-04,12:49:46.18282,AD1-C,0.122307
2008-06-04,12:49:49.31458,M17,OFF
2008-06-04,12:49:50.840928,M17,ON
2008-06-04,12:49:56.440587,M17,OFF
2008-06-04,12:49:58.282,AD1-B,0.373873
2008-06-04,12:50:00.5785,M17,ON
2008-06-04,12:50:01.29365,M18,ON
2008-06-04,12:50:01.29365,AD1-B,0.346333
