date,time,sensor,message
2008-04-04,15:13:49.328565,M17,ON
2008-04-04,15:13:50.739175,D01,OPEN
2008-04-04,15:13:54.511164,M17,OFF
2008-04-04,15:13:55.993789,I03,ABSENT
2008-04-04,15:13:57.736341,I03,PRESENT
2008-04-04,15:14:00.592645,I02,ABSENT
2008-04-04,15:14:02.17252,I05,ABSENT
2008-04-04,15:14:06.555988,M17,ON
2008-04-04,15:14:11.622688,M17,OFF
2008-04-04,15:14:12.26708,AD1-B,0.0479695
2008-04-04,15:14:15.7974,AD1-B,0.397584
2008-04-04,15:14:17.886515,M17,ON
2008-04-04,15:14:18.46522,AD1-B,0.222269
2008-04-04,15:14:26.400882,M17,OFF
2008-04-04,15:14:30.449793,I01,ABSENT
2008-04-04,15:14:37.943868,I03,ABSENT
2008-04-04,15:14:39.459796,I03,PRESENT
2008-04-04,15:14:41.57477,M17,ON
2008-04-04,15:14:42.465145,M17,OFF
2008-04-04,15:14:45.79016,I07,ABSENT
2008-04-04,15:14:54.9781,AD1-A,2.82723
2008-04-04,15:14:57.28929,AD1-A,2.89481
2008-04-04,15:15:00.28087,AD1-A,3.0077
2008-04-04,15:15:03.7362,AD1-A,3.09247
2008-04-04,15:15:04.340059,M17,ON
2008-04-04,15:15:06.50675,M17,OFF
2008-04-04,15:15:09.27881,AD1-A,3.15099
2008-04-04,15:15:09.555782,M17,ON
2008-04-04,15:15:12.558916,M17,OFF
2008-04-04,15:15:18.15887,AD1-A,3.22481
2008-04-04,15:15:18.710051,M17,ON
2008-04-04,15:15:22.533293,M17,OFF
2008-04-04,15:15:25.733931,M17,ON
2008-04-04,15:15:31.358646,M17,ON
2008-04-04,15:15:35.917793,M17,OFF
2008-04-04,15:15:36.3782,AD1-A,3.28661
2008-04-04,15:15:42.4861,AD1-A,3.22364
2008-04-04,15:15:43.450019,M17,ON
2008-04-04,15:15:45.21098,AD1-A,3.13036
2008-04-04,15:15:46.268172,M17,OFF
2008-04-04,15:15:48.394,AD1-A,3.04872
2008-04-04,15:15:59.870635,M17,ON
2008-04-04,15:16:01.841065,M17,OFF
2008-04-04,15:16:05.2111,M17,ON
2008-04-04,15:16:06.494791,M17,OFF
2008-04-04,15:16:15.524523,M17,ON
2008-04-04,15:16:18.923523,M17,OFF
2008-04-04,15:16:24.3193,AD1-A,2.98559
2008-04-04,15:16:30.949516,M17,ON
2008-04-04,15:16:33.50296,M17,OFF
2008-04-04,15:17:06.7382,AD1-A,3.04591
2008-04-04,15:17:11.667777,M17,ON
2008-04-04,15:17:13.62625,M17,OFF
2008-04-04,15:17:27.6729,AD1-A,2.99161
2008-04-04,15:17:34.733387,I01,PRESENT
2008-04-04,15:17:38.298724,I02,PRESENT
2008-04-04,15:17:40.318721,M17,ON
2008-04-04,15:17:41.647372,D01,CLOSE
2008-04-04,15:17:43.630808,M18,ON
2008-04-04,15:17:45.19395,AD1-A,3.04466
2008-04-04,15:17:47.467058,M18,OFF
2008-04-04,15:17:48.15969,AD1-A,2.98551
2008-04-04,15:17:48.495015,M17,OFF
2008-04-04,15:17:51.29468,AD1-A,3.07184
2008-04-04,15:18:37.791255,D01,OPEN
2008-04-04,15:18:40.110724,I04,ABSENT
2008-04-04,15:18:40.110724,I01,PRESENT
2008-04-04,15:18:44.571858,M17,ON
2008-04-04,15:19:01.461107,M17,OFF
2008-04-04,15:19:03.796447,D01,CLOSE
2008-04-04,15:19:05.642579,M17,ON
