date,time,sensor,message
2008-06-09,14:35:28.556187,M14,ON
2008-06-09,14:35:30.714217,M13,OFF
2008-06-09,14:35:31.549074,M16,ON
2008-06-09,14:35:31.549074,M15,ON
2008-06-09,14:35:31.877992,M13,ON
2008-06-09,14:35:32.584733,M17,ON
2008-06-09,14:35:32.924697,M13,OFF
2008-06-09,14:35:33.674433,M16,OFF
2008-06-09,14:35:33.861456,M14,OFF
2008-06-09,14:35:34.882082,M15,OFF
2008-06-09,14:35:37.542576,M17,OFF
2008-06-09,14:35:40.11332,AD1-B,0.0454694
2008-06-09,14:35:43.8588,AD1-B,0.285278
2008-06-09,14:35:46.9761,AD1-B,0.341841
2008-06-09,14:35:52.8147,AD1-B,0.383365
2008-06-09,14:35:55.9874,AD1-B,0.42571
2008-06-09,14:35:58.201,AD1-B,0.392936
2008-06-09,14:36:00.762325,M17,ON
2008-06-09,14:36:01.6238,AD1-B,0.349576
2008-06-09,14:36:03.199712,M17,OFF
2008-06-09,14:36:04.23393,AD1-B,0.285161
2008-06-09,14:36:07.4545,AD1-B,0.306333
2008-06-09,14:36:08.113257,M17,ON
2008-06-09,14:36:08.384177,M18,ON
