date,time,sensor,message
2008-06-04,14:03:13.556019,M17,ON
2008-06-04,14:03:14.126906,I07,ABSENT
2008-06-04,14:03:18.61686,D01,OPEN
2008-06-04,14:03:20.414001,I02,ABSENT
2008-06-04,14:03:20.820909,M17,OFF
2008-06-04,14:03:21.330752,I05,ABSENT
2008-06-04,14:03:22.51945,M17,ON
2008-06-04,14:03:28.22846,AD1-C,0.033438
2008-06-04,14:03:28.669712,M17,OFF
2008-06-04,14:03:31.26992,AD1-C,0.184495
2008-06-04,14:03:31.557933,M17,ON
2008-06-04,14:03:34.6304,AD1-C,0.0633603
2008-06-04,14:03:40.18703,AD1-A,2.79942
2008-06-04,14:03:43.578689,M17,OFF
2008-06-04,14:03:43.8901,AD1-A,2.85192
2008-06-04,14:03:46.13128,AD1-A,2.96255
2008-06-04,14:03:49.15153,AD1-A,3.05645
2008-06-04,14:03:52.16386,AD1-A,3.11895
2008-06-04,14:03:55.10142,AD1-A,3.17208
2008-06-04,14:03:58.6273,AD1-A,3.217
2008-06-04,14:03:58.980035,M17,ON
2008-06-04,14:04:00.790753,M17,OFF
2008-06-04,14:04:01.481678,M17,ON
2008-06-04,14:04:01.698,AD1-A,3.24794
2008-06-04,14:04:03.661422,M17,OFF
2008-06-04,14:04:10.29831,AD1-A,3.27122
2008-06-04,14:04:13.461124,I02,PRESENT
2008-06-04,14:04:25.18042,AD1-A,3.30005
2008-06-04,14:04:25.516961,I01,ABSENT
2008-06-04,14:04:33.99349,I03,ABSENT
2008-06-04,14:04:34.751362,M17,ON
2008-06-04,14:04:38.319256,M17,OFF
2008-06-04,14:04:39.142068,M17,ON
2008-06-04,14:04:45.378554,M17,OFF
2008-06-04,14:05:14.591731,M17,ON
2008-06-04,14:05:21.293142,M17,OFF
2008-06-04,14:05:21.67318,M17,ON
2008-06-04,14:05:27.480741,M17,OFF
2008-06-04,14:05:50.346278,M17,ON
2008-06-04,14:05:52.549761,M17,OFF
2008-06-04,14:05:52.709767,M17,ON
2008-06-04,14:05:54.679134,M17,OFF
2008-06-04,14:06:02.504068,M17,ON
2008-06-04,14:06:04.750188,M17,OFF
2008-06-04,14:06:16.895754,M17,ON
2008-06-04,14:06:18.653596,M17,OFF
2008-06-04,14:06:19.9547,AD1-A,3.32357
2008-06-04,14:06:21.617933,M17,ON
2008-06-04,14:06:22.48,AD1-A,3.24302
2008-06-04,14:06:24.891098,M17,OFF
2008-06-04,14:06:25.9084,AD1-A,3.13575
2008-06-04,14:06:28.11058,AD1-A,3.04606
2008-06-04,14:06:31.14285,AD1-A,2.98989
2008-06-04,14:06:34.24045,AD1-A,2.94919
2008-06-04,14:06:37.3245,AD1-A,2.90919
2008-06-04,14:06:46.604,AD1-A,2.93911
2008-06-04,14:06:49.29733,AD1-A,2.9827
2008-06-04,14:06:55.27991,AD1-A,2.95411
2008-06-04,14:07:04.2712,AD1-A,3.00395
2008-06-04,14:07:05.746232,M17,ON
2008-06-04,14:07:07.20828,AD1-A,3.05083
2008-06-04,14:07:07.742663,M17,OFF
2008-06-04,14:07:08.584444,M17,ON
2008-06-04,14:07:10.54709,M17,OFF
2008-06-04,14:07:13.5186,AD1-A,2.99747
2008-06-04,14:07:18.83434,M17,ON
2008-06-04,14:07:19.67799,M17,OFF
2008-06-04,14:07:22.83811,M17,ON
2008-06-04,14:07:24.887751,M17,OFF
2008-06-04,14:07:25.4797,AD1-A,3.02387
2008-06-04,14:07:28.22327,AD1-A,3.05653
2008-06-04,14:07:31.21507,AD1-A,3.02817
2008-06-04,14:07:37.805,AD1-A,3.00637
2008-06-04,14:07:40.11253,AD1-A,3.06333
2008-06-04,14:07:58.26433,AD1-A,3.02481
2008-06-04,14:07:59.537029,M17,ON
2008-06-04,14:08:01.9583,AD1-A,3.06403
2008-06-04,14:08:04.912581,M17,OFF
2008-06-04,14:08:05.521482,D01,CLOSE
2008-06-04,14:08:06.724138,D01,OPEN
2008-06-04,14:08:07.11038,AD1-A,3.01005
2008-06-04,14:08:07.537956,M17,ON
2008-06-04,14:08:09.792386,D01,CLOSE
2008-06-04,14:08:10.25298,AD1-A,3.03302
2008-06-04,14:08:10.576182,D01,OPEN
2008-06-04,14:08:11.548873,I04,ABSENT
2008-06-04,14:08:11.84787,M17,OFF
2008-06-04,14:08:13.19429,AD1-A,3.05372
2008-06-04,14:08:13.63826,D01,CLOSE
2008-06-04,14:08:14.479012,M17,ON
2008-06-04,14:08:16.37602,M17,OFF
2008-06-04,14:08:16.37602,AD1-A,3.02825
2008-06-04,14:08:19.1067,AD1-A,2.99911
2008-06-04,14:08:25.12531,AD1-A,3.02317
2008-06-04,14:08:28.21893,AD1-A,3.04567
2008-06-04,14:08:28.640768,M17,ON
