date,time,sensor,message
2008-04-11,11:11:15.25194,M23,ON
2008-04-11,11:11:15.415034,M01,ON
2008-04-11,11:11:16.451073,M07,ON
2008-04-11,11:11:16.621128,M08,ON
2008-04-11,11:11:17.333103,M09,ON
2008-04-11,11:11:17.741069,M14,ON
2008-04-11,11:11:17.937047,M07,OFF
2008-04-11,11:11:19.514911,M01,OFF
2008-04-11,11:11:19.514911,M08,OFF
2008-04-11,11:11:19.514911,M23,OFF
2008-04-11,11:11:19.843843,M13,ON
2008-04-11,11:11:20.104833,M09,OFF
2008-04-11,11:11:21.90625,M14,OFF
2008-04-11,11:11:23.250861,I08,ABSENT
2008-04-11,11:11:28.525363,M13,ON
2008-04-11,11:11:35.790342,M13,OFF
2008-04-11,11:11:36.814061,M13,ON
2008-04-11,11:11:42.386559,M13,OFF
2008-04-11,11:11:43.677235,M13,ON
2008-04-11,11:11:46.525583,M13,OFF
2008-04-11,11:11:48.860898,M13,ON
2008-04-11,11:11:54.234372,M13,OFF
2008-04-11,11:11:56.456968,M13,ON
2008-04-11,11:11:59.161148,M13,OFF
2008-04-11,11:12:00.43125,M13,ON
2008-04-11,11:12:05.283945,M13,OFF
2008-04-11,11:12:05.469974,M13,ON
2008-04-11,11:12:07.634302,M13,OFF
2008-04-11,11:12:13.447,M13,ON
2008-04-11,11:12:18.236037,M13,OFF
2008-04-11,11:12:19.610779,M13,ON
2008-04-11,11:12:22.477024,M13,OFF
2008-04-11,11:12:26.431097,M13,ON
2008-04-11,11:12:27.44696,M13,OFF
2008-04-11,11:12:27.593005,M13,ON
2008-04-11,11:12:29.944426,M13,OFF
2008-04-11,11:12:30.212376,M13,ON
2008-04-11,11:12:31.807851,M13,OFF
2008-04-11,11:12:36.480495,M13,ON
2008-04-11,11:12:37.50024,M13,OFF
2008-04-11,11:12:40.634311,M13,ON
2008-04-11,11:12:44.793075,M13,OFF
2008-04-11,11:12:50.120601,M13,ON
2008-04-11,11:12:52.779989,I08,PRESENT
2008-04-11,11:12:53,asterisk,START
2008-04-11,11:12:53.149887,I08,ABSENT
2008-04-11,11:13:01.724529,M13,OFF
2008-04-11,11:13:07.563317,M13,ON
2008-04-11,11:13:08.638444,M13,OFF
2008-04-11,11:13:14.802581,M13,ON
2008-04-11,11:13:19.838687,M13,OFF
2008-04-11,11:13:20.926558,M13,ON
2008-04-11,11:13:22.665164,M13,OFF
2008-04-11,11:13:38.54028,M13,ON
2008-04-11,11:13:42.110255,M13,OFF
2008-04-11,11:14:09,asterisk,END
2008-04-11,11:14:10.547449,M13,ON
2008-04-11,11:14:14.665282,M13,OFF
2008-04-11,11:14:15.55303,M13,ON
