date,time,sensor,message
2008-04-08,13:36:26.805131,M17,ON
2008-04-08,13:36:27.893236,D01,OPEN
2008-04-08,13:36:29.974215,I02,ABSENT
2008-04-08,13:36:33.8408,I05,ABSENT
2008-04-08,13:36:35.464727,I01,ABSENT
2008-04-08,13:36:43.698159,I01,PRESENT
2008-04-08,13:36:46.729837,I07,ABSENT
2008-04-08,13:36:47.600935,M17,ON
2008-04-08,13:36:47.9938,M17,OFF
2008-04-08,13:36:49.935108,M17,OFF
2008-04-08,13:36:51.182,AD1-A,2.80778
2008-04-08,13:36:53.491038,M17,ON
2008-04-08,13:36:54.25926,AD1-A,2.91153
2008-04-08,13:36:55.40257,M17,OFF
2008-04-08,13:36:57.481022,M17,ON
2008-04-08,13:36:57.9121,AD1-A,3.01887
2008-04-08,13:36:58.537699,M17,OFF
2008-04-08,13:36:59.733363,M17,ON
2008-04-08,13:37:00.24293,AD1-A,3.10091
2008-04-08,13:37:03.8445,AD1-A,3.15403
2008-04-08,13:37:04.982896,M17,OFF
2008-04-08,13:37:06.27598,AD1-A,3.20005
2008-04-08,13:37:10.990215,M17,ON
2008-04-08,13:37:12.12924,AD1-A,3.232
2008-04-08,13:37:13.349571,M17,OFF
2008-04-08,13:37:14.660207,M17,ON
2008-04-08,13:37:15.5126,AD1-A,3.19981
2008-04-08,13:37:18.4463,AD1-A,3.23669
2008-04-08,13:37:20.43035,M17,OFF
2008-04-08,13:37:21.25791,AD1-A,3.18435
2008-04-08,13:37:23.897971,M17,ON
2008-04-08,13:37:27.1091,AD1-B,0.0508602
2008-04-08,13:37:28.719716,M17,OFF
2008-04-08,13:37:30.746,AD1-B,0.160002
2008-04-08,13:37:32.329536,M17,ON
2008-04-08,13:37:33.9597,AD1-A,3.13544
2008-04-08,13:37:33.9597,AD1-B,0.209378
2008-04-08,13:37:37.336947,M17,OFF
2008-04-08,13:37:39.690361,M17,ON
2008-04-08,13:37:46.512094,I02,PRESENT
2008-04-08,13:37:50.440176,M17,OFF
2008-04-08,13:37:57.15662,AD1-A,3.07348
2008-04-08,13:38:03.5404,AD1-A,3.02505
2008-04-08,13:38:06.14559,AD1-A,3.07645
2008-04-08,13:38:12.2874,AD1-A,3.00973
2008-04-08,13:38:15.14033,AD1-A,3.05716
2008-04-08,13:38:18.1164,AD1-A,3.00544
2008-04-08,13:38:24.19564,AD1-A,3.04958
2008-04-08,13:39:30.8578,AD1-A,3.012
2008-04-08,13:39:33.239,AD1-A,3.04622
2008-04-08,13:39:39.393,AD1-A,2.98731
2008-04-08,13:39:42.5573,AD1-A,3.04005
2008-04-08,13:39:46.93581,I03,ABSENT
2008-04-08,13:39:47.477578,I03,PRESENT
2008-04-08,13:39:48.21623,AD1-A,2.98489
2008-04-08,13:39:48.558734,I04,ABSENT
2008-04-08,13:39:51.30899,AD1-A,3.03536
2008-04-08,13:40:00.27435,AD1-A,2.98887
2008-04-08,13:40:06.1501,AD1-A,3.02575
2008-04-08,13:40:12.10716,AD1-A,2.9852
2008-04-08,13:40:17.974671,M17,ON
2008-04-08,13:40:18.120672,AD1-A,3.02528
2008-04-08,13:40:18.568549,I03,ABSENT
2008-04-08,13:40:19.974142,I03,PRESENT
2008-04-08,13:40:20.390033,M17,OFF
2008-04-08,13:40:21.16851,AD1-A,2.99091
2008-04-08,13:40:21.500753,M17,ON
2008-04-08,13:40:22.248496,M17,OFF
2008-04-08,13:40:22.847395,M17,ON
2008-04-08,13:40:24.29002,AD1-A,3.03505
2008-04-08,13:40:24.966724,M17,OFF
2008-04-08,13:40:27.841933,M17,ON
2008-04-08,13:40:28.951631,M17,OFF
2008-04-08,13:40:33.8476,AD1-A,2.98137
2008-04-08,13:40:48.17605,AD1-A,3.02145
2008-04-08,13:40:48.737413,M17,ON
2008-04-08,13:40:49.10405,I01,ABSENT
2008-04-08,13:40:51.24794,M17,ON
2008-04-08,13:40:53.143308,M17,OFF
2008-04-08,13:40:53.815179,M17,ON
2008-04-08,13:40:57.256,AD1-A,2.98919
2008-04-08,13:40:57.72738,M17,OFF
2008-04-08,13:41:00.15557,AD1-A,3.04005
2008-04-08,13:41:06.10368,AD1-A,2.98856
2008-04-08,13:41:08.447893,M17,ON
2008-04-08,13:41:11.218634,M17,OFF
2008-04-08,13:41:13.205171,I01,PRESENT
