date,time,sensor,message
2008-04-10,09:54:48.536336,M14,ON
2008-04-10,09:54:49.378054,M14,OFF
2008-04-10,09:54:51.660438,M14,ON
2008-04-10,09:54:53.259953,M13,ON
2008-04-10,09:54:54.688708,M16,ON
2008-04-10,09:54:54.688708,M15,ON
2008-04-10,09:54:55.437602,M13,OFF
2008-04-10,09:54:56.141547,M17,ON
2008-04-10,09:54:57.45346,M14,OFF
2008-04-10,09:54:57.623386,M15,OFF
2008-04-10,09:54:58.624165,M14,ON
2008-04-10,09:54:58.64366,M15,ON
2008-04-10,09:55:00.485692,M17,OFF
2008-04-10,09:55:00.485692,M16,OFF
2008-04-10,09:55:01.332414,M16,ON
2008-04-10,09:55:02.468095,M14,OFF
2008-04-10,09:55:02.468095,M17,ON
2008-04-10,09:55:03.458828,M15,OFF
2008-04-10,09:55:03.718713,M16,OFF
2008-04-10,09:55:05.53978,M17,OFF
2008-04-10,09:55:11.530993,M17,ON
2008-04-10,09:55:14.563309,M18,ON
2008-04-10,09:55:16.765657,M17,OFF
2008-04-10,09:55:20.185658,M18,OFF
2008-04-10,09:55:24.683353,M18,ON
2008-04-10,09:55:27.490575,M17,ON
2008-04-10,09:55:29.711898,M17,OFF
2008-04-10,09:55:34.85657,M18,OFF
2008-04-10,09:55:36.540081,M18,ON
2008-04-10,09:55:38.332661,M17,ON
2008-04-10,09:55:39.561354,M16,ON
2008-04-10,09:55:39.721353,M15,ON
2008-04-10,09:55:40.13185,M18,OFF
2008-04-10,09:55:40.589019,M17,OFF
2008-04-10,09:55:40.812959,M14,ON
2008-04-10,09:55:42.874367,M14,OFF
2008-04-10,09:55:43.155281,M16,OFF
2008-04-10,09:55:43.474183,M14,ON
2008-04-10,09:55:45.545631,M15,OFF
