date,time,sensor,message
2008-06-09,10:14:44.40807,M23,ON
2008-06-09,10:14:44.56142,M23,OFF
2008-06-09,10:14:45.399873,M07,ON
2008-06-09,10:14:45.615834,M08,ON
2008-06-09,10:14:46.525758,M09,ON
2008-06-09,10:14:47.31742,M14,ON
2008-06-09,10:14:47.432769,M23,OFF
2008-06-09,10:14:47.976816,M09,OFF
2008-06-09,10:14:48.511905,M08,OFF
2008-06-09,10:14:48.511905,M07,OFF
2008-06-09,10:14:50.520051,M01,OFF
2008-06-09,10:14:53.558211,M13,ON
2008-06-09,10:14:53.958132,I08,ABSENT
2008-06-09,10:14:54.613951,M14,OFF
2008-06-09,10:14:56.618403,M13,OFF
2008-06-09,10:15:03.807135,M13,ON
2008-06-09,10:15:04.685941,M14,ON
2008-06-09,10:15:06.626424,M13,OFF
2008-06-09,10:15:08.669832,M14,OFF
2008-06-09,10:15:09.499742,M13,ON
2008-06-09,10:15:10.965825,M13,OFF
2008-06-09,10:15:11.167847,M14,ON
2008-06-09,10:15:12.886071,M14,OFF
2008-06-09,10:15:14.350199,M14,ON
2008-06-09,10:15:14.525206,M13,ON
2008-06-09,10:15:15.312198,M14,OFF
2008-06-09,10:15:15.816164,M14,ON
2008-06-09,10:15:17.929937,M14,OFF
2008-06-09,10:15:18.225874,M13,OFF
2008-06-09,10:15:21.558975,M14,ON
2008-06-09,10:15:23.728365,M14,OFF
2008-06-09,10:15:23.883393,M14,ON
2008-06-09,10:15:26.443589,M14,OFF
2008-06-09,10:15:29.505775,M14,ON
2008-06-09,10:15:31.498223,M13,ON
2008-06-09,10:15:32.843812,M13,OFF
2008-06-09,10:15:33.57757,M14,OFF
2008-06-09,10:15:34.507401,M13,ON
2008-06-09,10:15:36.710751,M13,OFF
2008-06-09,10:15:38.534243,M14,ON
2008-06-09,10:15:41.933446,M14,OFF
2008-06-09,10:15:43.54209,M14,ON
2008-06-09,10:15:44.142916,M14,OFF
2008-06-09,10:15:44.898737,M14,ON
2008-06-09,10:15:47.294048,M13,ON
2008-06-09,10:15:51.148121,M13,OFF
2008-06-09,10:15:51.435066,M13,ON
2008-06-09,10:15:52.92365,M14,OFF
2008-06-09,10:15:54.170452,M14,ON
2008-06-09,10:15:55.34466,M13,OFF
2008-06-09,10:15:55.946532,M14,OFF
2008-06-09,10:15:58.933799,M14,ON
2008-06-09,10:16:01.533948,M14,OFF
2008-06-09,10:16:03.477453,M14,ON
2008-06-09,10:16:04.645155,M14,OFF
2008-06-09,10:16:04.97307,M14,ON
2008-06-09,10:16:07.653428,M13,ON
2008-06-09,10:16:09.587243,M14,OFF
2008-06-09,10:16:09.726315,M13,OFF
2008-06-09,10:16:09.927216,M14,ON
2008-06-09,10:16:10.495215,M13,ON
2008-06-09,10:16:11.981879,M14,OFF
2008-06-09,10:16:12.303801,M13,OFF
2008-06-09,10:16:12.65172,M13,ON
2008-06-09,10:16:12.915644,M14,ON
2008-06-09,10:16:13.941361,M14,OFF
2008-06-09,10:16:15.730859,M14,ON
2008-06-09,10:16:16.47071,M13,OFF
2008-06-09,10:16:17.360486,M14,OFF
2008-06-09,10:16:18.287559,M14,ON
2008-06-09,10:16:20.383732,M13,ON
