date,time,sensor,message
2008-03-28,13:39:01.470516,M01,ON
2008-03-28,13:39:01.470516,M23,ON
2008-03-28,13:39:02.558202,M07,ON
2008-03-28,13:39:02.780142,M08,ON
2008-03-28,13:39:03.47996,M09,ON
2008-03-28,13:39:04.485779,M23,OFF
2008-03-28,13:39:04.485779,M07,OFF
2008-03-28,13:39:04.485779,M14,ON
2008-03-28,13:39:05.595804,M08,OFF
2008-03-28,13:39:06.345881,M09,OFF
2008-03-28,13:39:06.859935,M13,ON
2008-03-28,13:39:07.558013,M01,OFF
2008-03-28,13:39:08.150173,M14,OFF
2008-03-28,13:39:08.690147,M13,ON
2008-03-28,13:39:15.9767,M13,OFF
2008-03-28,13:39:18.911686,M13,ON
2008-03-28,13:39:26.963667,M13,OFF
2008-03-28,13:39:31.475537,M13,ON
2008-03-28,13:39:40.505238,M13,OFF
2008-03-28,13:39:49.597192,M13,ON
2008-03-28,13:39:56.341817,M13,OFF
2008-03-28,13:40:08.454671,M13,ON
2008-03-28,13:40:10.548159,M13,OFF
2008-03-28,13:40:11.144065,M13,ON
2008-03-28,13:40:13.433762,M13,OFF
2008-03-28,13:40:15.599982,M13,ON
2008-03-28,13:40:19,asterisk,START
2008-03-28,13:40:19.434368,M13,OFF
2008-03-28,13:40:50,asterisk,END
2008-03-28,13:40:54.13825,M13,ON
