date,time,sensor,message
2008-06-04,10:38:22.866969,M14,ON
2008-06-04,10:38:25.530289,M13,ON
2008-06-04,10:38:27.2159,M14,OFF
2008-06-04,10:38:28.636621,M13,OFF
2008-06-04,10:38:28.6719,M14,ON
2008-06-04,10:38:30.32269,M14,ON
2008-06-04,10:38:31.6062,M13,ON
2008-06-04,10:38:34.573134,M16,ON
2008-06-04,10:38:34.573134,M15,ON
2008-06-04,10:38:35.64981,M13,OFF
2008-06-04,10:38:35.871744,M17,ON
2008-06-04,10:38:37.585341,M15,OFF
2008-06-04,10:38:37.585341,M14,OFF
2008-06-04,10:38:38.49911,M16,OFF
2008-06-04,10:38:41.922696,M17,OFF
2008-06-04,10:38:49.760776,M17,ON
2008-06-04,10:38:51.659265,M17,OFF
2008-06-04,10:39:22.937358,M17,ON
2008-06-04,10:39:24.826879,M17,OFF
2008-06-04,10:41:16.474252,M17,ON
2008-06-04,10:41:19.69936,M17,OFF
2008-06-04,10:41:20.708432,M17,ON
2008-06-04,10:41:25.561878,M17,OFF
2008-06-04,10:41:26.25942,M18,ON
2008-06-04,10:41:26.25942,M17,ON
2008-06-04,10:41:27.586779,M18,OFF
2008-06-04,10:41:27.971734,M17,OFF
2008-06-04,10:41:36.164573,M18,ON
2008-06-04,10:41:37.794167,M18,ON
2008-06-04,10:41:40.53441,M18,OFF
2008-06-04,10:41:40.807356,M18,ON
2008-06-04,10:41:41.78266,M17,ON
2008-06-04,10:41:43.519648,M18,OFF
2008-06-04,10:41:43.519648,M17,ON
2008-06-04,10:41:45.62206,M17,OFF
