date,time,sensor,message
2008-04-15,16:20:13.659214,M13,ON
2008-04-15,16:20:21.241037,M14,ON
2008-04-15,16:20:22.453775,M15,ON
2008-04-15,16:20:22.664708,M16,ON
2008-04-15,16:20:22.6823,AD1-C,0.0512117
2008-04-15,16:20:23.770302,M17,ON
2008-04-15,16:20:24.540085,M14,OFF
2008-04-15,16:20:24.871988,M13,OFF
2008-04-15,16:20:25.920675,M16,OFF
2008-04-15,16:20:26.383533,M15,OFF
2008-04-15,16:20:29.216676,M17,OFF
2008-04-15,16:20:30.30434,M18,ON
2008-04-15,16:20:38.720899,M18,OFF
2008-04-15,16:20:40.44419,M18,ON
2008-04-15,16:20:44.334255,M18,OFF
2008-04-15,16:20:47.31589,M18,ON
2008-04-15,16:20:51.976147,M18,OFF
2008-04-15,16:20:57.182837,M18,ON
2008-04-15,16:20:58.823893,M18,OFF
2008-04-15,16:21:01.560122,M18,ON
