date,time,sensor,message
2008-06-09,11:25:51.827965,M13,ON
2008-06-09,11:25:51.987003,M14,ON
2008-06-09,11:25:54.83333,M14,OFF
2008-06-09,11:25:56.454702,M14,ON
2008-06-09,11:26:01.684538,M15,ON
2008-06-09,11:26:01.909577,M16,ON
2008-06-09,11:26:02.624682,M13,OFF
2008-06-09,11:26:02.781798,M17,ON
2008-06-09,11:26:04.631001,M14,OFF
2008-06-09,11:26:05.268128,M15,OFF
2008-06-09,11:26:05.424149,M16,OFF
2008-06-09,11:26:07.645519,M17,OFF
2008-06-09,11:26:09.8716,M17,ON
2008-06-09,11:26:10.545973,M17,OFF
2008-06-09,11:26:18.116161,M17,ON
