date,time,sensor,message
2008-03-28,13:42:40.467418,M18,ON
2008-03-28,13:42:44.540334,I07,ABSENT
2008-03-28,13:42:47.219634,D01,OPEN
2008-03-28,13:42:47.512663,M18,OFF
2008-03-28,13:42:47.512663,M17,OFF
2008-03-28,13:42:48.165419,M17,ON
2008-03-28,13:42:50.123919,M17,OFF
2008-03-28,13:42:50.251949,I02,ABSENT
2008-03-28,13:42:53.564052,I03,ABSENT
2008-03-28,13:42:58.522837,I03,PRESENT
2008-03-28,13:43:00.108372,M17,ON
2008-03-28,13:43:01.987915,M17,OFF
2008-03-28,13:43:02.25785,I05,ABSENT
2008-03-28,13:43:03.417554,M17,ON
2008-03-28,13:43:05.235095,M17,OFF
2008-03-28,13:43:06.432762,I01,ABSENT
2008-03-28,13:43:10.507785,I04,ABSENT
2008-03-28,13:43:10.951658,M17,ON
2008-03-28,13:43:12.943246,M17,OFF
2008-03-28,13:43:13.981289,M17,ON
2008-03-28,13:43:15.284423,D01,CLOSE
2008-03-28,13:43:18.531841,M17,OFF
2008-03-28,13:43:21.46565,M17,ON
2008-03-28,13:43:28.20313,AD1-B,0.0410944
2008-03-28,13:43:34.22236,AD1-B,0.112658
2008-03-28,13:43:44.381091,M17,OFF
2008-03-28,13:43:49.20936,AD1-A,2.8059
2008-03-28,13:43:52.2014,AD1-A,2.94473
2008-03-28,13:43:55.19332,AD1-A,3.03794
2008-03-28,13:44:01.17704,AD1-A,3.11231
2008-03-28,13:44:01.490639,M17,ON
2008-03-28,13:44:11.925848,M17,OFF
2008-03-28,13:44:12.963572,M17,ON
2008-03-28,13:44:16.14837,AD1-A,3.20005
2008-03-28,13:44:17.94473,M17,ON
2008-03-28,13:44:28.29981,AD1-A,3.14364
2008-03-28,13:44:31.620222,M17,OFF
2008-03-28,13:44:37.4263,M17,ON
2008-03-28,13:44:39.202018,M17,OFF
2008-03-28,13:44:42.88807,M17,ON
2008-03-28,13:44:46.469732,M17,OFF
2008-03-28,13:44:49.18934,AD1-A,3.07747
2008-03-28,13:44:55.16477,AD1-A,3.18302
2008-03-28,13:45:00.386059,M17,ON
2008-03-28,13:45:04.900853,M17,OFF
2008-03-28,13:45:10.2443,AD1-A,3.25778
2008-03-28,13:45:19.808829,M17,ON
2008-03-28,13:45:24.920464,M17,OFF
2008-03-28,13:45:25.55481,M17,ON
2008-03-28,13:45:30.426453,M17,OFF
2008-03-28,13:45:41.736591,M17,ON
2008-03-28,13:45:49.451424,M17,OFF
2008-03-28,13:46:01.11838,AD1-A,3.31083
2008-03-28,13:46:04.11066,AD1-A,3.1731
2008-03-28,13:46:07.8264,AD1-A,3.07458
2008-03-28,13:46:13.6638,AD1-A,3.01122
2008-03-28,13:46:31.1816,AD1-A,2.92489
2008-03-28,13:46:50.125421,M17,ON
2008-03-28,13:46:55.8947,M17,OFF
2008-03-28,13:47:00.243566,M17,ON
2008-03-28,13:47:04.526792,M17,OFF
2008-03-28,13:47:17.271674,M17,ON
2008-03-28,13:47:19.553044,M17,OFF
2008-03-28,13:47:22.9347,AD1-A,3.01887
2008-03-28,13:47:25.853,AD1-A,3.06958
2008-03-28,13:48:06.282057,M17,ON
2008-03-28,13:48:07.24825,AD1-A,2.99591
2008-03-28,13:48:10.24508,AD1-A,3.06536
2008-03-28,13:48:10.453615,M17,OFF
2008-03-28,13:48:24.27964,M17,ON
2008-03-28,13:48:26.240485,M17,OFF
2008-03-28,13:48:27.24293,M17,ON
2008-03-28,13:48:30.261365,M17,OFF
