date,time,sensor,message
2008-04-04,12:36:06.502879,M17,ON
2008-04-04,12:36:06.65187,M18,ON
2008-04-04,12:36:07.442578,D01,OPEN
2008-04-04,12:36:08.705232,M18,OFF
2008-04-04,12:36:08.883188,I02,ABSENT
2008-04-04,12:36:11.68839,I01,ABSENT
2008-04-04,12:36:13.997729,M17,OFF
2008-04-04,12:36:14.568571,I05,ABSENT
2008-04-04,12:36:17.416744,M17,ON
2008-04-04,12:36:19.306195,D01,CLOSE
2008-04-04,12:36:20.595827,I07,ABSENT
2008-04-04,12:36:21.527598,M17,OFF
2008-04-04,12:36:22.855196,M17,ON
2008-04-04,12:36:29.60732,M17,OFF
2008-04-04,12:36:30.677299,M17,ON
2008-04-04,12:36:35.96278,M17,OFF
2008-04-04,12:36:37.954327,M17,ON
2008-04-04,12:36:44.3297,M17,OFF
2008-04-04,12:36:51.12262,AD1-A,2.81637
2008-04-04,12:36:51.622155,M17,ON
2008-04-04,12:36:54.25841,AD1-A,2.97184
2008-04-04,12:36:55.900617,M17,OFF
2008-04-04,12:36:57.23328,AD1-A,3.05887
2008-04-04,12:37:02.599124,M17,ON
2008-04-04,12:37:03.21123,AD1-A,3.12388
2008-04-04,12:37:06.90345,M17,OFF
2008-04-04,12:37:08.671464,M17,ON
2008-04-04,12:37:09.767377,M17,OFF
2008-04-04,12:37:12.21826,AD1-A,3.22005
2008-04-04,12:37:18.890862,M17,ON
2008-04-04,12:37:22.167945,M17,OFF
2008-04-04,12:37:29.988707,M17,ON
2008-04-04,12:37:29.988707,D01,OPEN
2008-04-04,12:37:31.879186,I03,ABSENT
2008-04-04,12:37:46.396424,M17,OFF
2008-04-04,12:37:46.812372,M17,ON
2008-04-04,12:37:53.657875,M17,OFF
2008-04-04,12:38:01.370116,M17,ON
2008-04-04,12:38:02.2606,D01,CLOSE
2008-04-04,12:38:03.473957,M17,OFF
2008-04-04,12:38:09.523254,M17,ON
2008-04-04,12:38:11.464364,M17,OFF
2008-04-04,12:38:17.297529,M17,ON
2008-04-04,12:38:23.535937,M17,OFF
2008-04-04,12:38:43.248494,M17,ON
2008-04-04,12:38:49.743708,M17,OFF
2008-04-04,12:38:50.3064,M17,ON
2008-04-04,12:38:55.517568,M17,OFF
2008-04-04,12:39:09.1227,AD1-A,3.28568
2008-04-04,12:39:13.742486,M17,ON
2008-04-04,12:39:30.1566,AD1-A,3.33818
2008-04-04,12:39:30.482508,M17,OFF
2008-04-04,12:39:33.24706,AD1-A,3.28622
2008-04-04,12:39:36.15862,AD1-A,3.15169
2008-04-04,12:39:38.528162,M17,ON
2008-04-04,12:39:39.1498,AD1-A,3.06137
2008-04-04,12:39:44.1359,M17,OFF
2008-04-04,12:39:45.28286,AD1-A,2.99895
2008-04-04,12:39:47.539608,M17,ON
2008-04-04,12:39:52.164522,M17,OFF
2008-04-04,12:40:00.2533,AD1-A,2.9145
2008-04-04,12:40:36.19379,AD1-A,2.98184
2008-04-04,12:40:51.25054,M17,ON
2008-04-04,12:40:55.187882,M17,OFF
2008-04-04,12:40:55.685782,M17,ON
2008-04-04,12:41:00.661601,M17,OFF
2008-04-04,12:41:15.9252,AD1-A,3.03544
2008-04-04,12:41:30.782,AD1-A,2.9827
2008-04-04,12:41:33.25956,AD1-A,3.06356
2008-04-04,12:41:36.980067,M17,ON
2008-04-04,12:41:38.64159,M18,ON
2008-04-04,12:41:44.710324,M17,OFF
2008-04-04,12:41:45.466122,M18,OFF
2008-04-04,12:41:48.22335,AD1-A,2.98497
2008-04-04,12:41:51.4474,AD1-A,3.04778
2008-04-04,12:41:56.898817,M17,ON
2008-04-04,12:42:00.10925,AD1-B,0.0794934
2008-04-04,12:42:00.10925,AD1-C,0.0378912
2008-04-04,12:42:03.18081,AD1-B,0.174651
2008-04-04,12:42:04.513734,M17,OFF
2008-04-04,12:42:06.8383,AD1-B,0.0845716
2008-04-04,12:42:07.894956,M17,ON
2008-04-04,12:42:08.487815,D01,OPEN
2008-04-04,12:42:09.16651,AD1-B,0.2268
2008-04-04,12:42:09.16651,AD1-C,0.143049
2008-04-04,12:42:09.560597,I04,ABSENT
2008-04-04,12:42:12.52768,M17,OFF
2008-04-04,12:42:13.838289,M17,ON
2008-04-04,12:42:15.550834,D01,CLOSE
2008-04-04,12:42:20.877269,M17,OFF
2008-04-04,12:42:22.621412,M17,ON
2008-04-04,12:42:24.607597,M17,OFF
2008-04-04,12:42:27.642168,M17,ON
2008-04-04,12:42:30.19462,AD1-A,2.98497
2008-04-04,12:42:33.18881,AD1-C,0.0355865
2008-04-04,12:42:33.18881,AD1-B,0.0354302
2008-04-04,12:42:35.202761,M17,OFF
2008-04-04,12:42:36.657517,AD1-C,0.244965
2008-04-04,12:42:36.657517,AD1-B,0.302466
2008-04-04,12:42:37.26533,M17,ON
2008-04-04,12:42:39.839,AD1-B,0.136565
2008-04-04,12:42:45.6337,AD1-A,3.03872
2008-04-04,12:42:51.6126,AD1-A,2.98325
2008-04-04,12:42:54.749103,M17,OFF
