date,time,sensor,message
2008-06-04,12:50:31.991725,M17,ON
2008-06-04,12:50:32.156812,D01,OPEN
2008-06-04,12:50:35.941058,M17,OFF
2008-06-04,12:50:41.140284,I02,ABSENT
2008-06-04,12:50:43.622571,M17,ON
2008-06-04,12:50:44.580299,I05,ABSENT
2008-06-04,12:50:48.981034,M17,OFF
2008-06-04,12:50:51.330365,M17,ON
2008-06-04,12:50:52.512053,M17,OFF
2008-06-04,12:50:59.131144,M17,ON
2008-06-04,12:51:04.538872,M17,ON
2008-06-04,12:51:10.542315,M17,OFF
2008-06-04,12:51:11.598988,I02,PRESENT
2008-06-04,12:51:16.542223,I07,ABSENT
2008-06-04,12:51:16.8463,M17,ON
2008-06-04,12:51:19.588494,D01,CLOSE
2008-06-04,12:51:22.10616,AD1-B,0.0369146
2008-06-04,12:51:23.458375,M17,OFF
2008-06-04,12:51:25.30913,AD1-B,0.40567
2008-06-04,12:51:28.30078,AD1-B,0.311098
2008-06-04,12:51:30.22481,M17,ON
2008-06-04,12:51:31.722,AD1-B,0.126174
2008-06-04,12:51:34.716959,M17,OFF
2008-06-04,12:51:40.4023,AD1-A,2.81426
2008-06-04,12:51:42.261207,M17,ON
2008-06-04,12:51:42.402302,D01,OPEN
2008-06-04,12:51:43.27267,AD1-A,2.88918
2008-06-04,12:51:46.51248,M17,OFF
2008-06-04,12:51:46.51248,AD1-A,2.99716
2008-06-04,12:51:49.6593,AD1-A,3.08278
2008-06-04,12:51:52.5742,AD1-A,3.147
2008-06-04,12:51:55.14881,AD1-A,3.18153
2008-06-04,12:51:58.24023,AD1-A,3.22177
2008-06-04,12:51:59.41964,M17,ON
2008-06-04,12:52:01.13175,AD1-A,3.25161
2008-06-04,12:52:04.29304,AD1-A,3.19567
2008-06-04,12:52:04.712212,M17,OFF
2008-06-04,12:52:06.615603,M17,ON
2008-06-04,12:52:08.884997,M17,OFF
2008-06-04,12:52:13.29997,AD1-A,3.17075
2008-06-04,12:52:16.32173,AD1-A,3.1188
2008-06-04,12:52:17.43921,I01,ABSENT
2008-06-04,12:52:23.630328,M17,ON
2008-06-04,12:52:26.855571,M17,OFF
2008-06-04,12:52:27.936652,M17,ON
2008-06-04,12:52:33.354072,M17,OFF
2008-06-04,12:52:34.1787,AD1-A,3.08583
2008-06-04,12:52:39.742926,M17,ON
2008-06-04,12:52:43.6146,AD1-A,3.06302
2008-06-04,12:52:44.290856,M17,OFF
2008-06-04,12:52:46.24311,AD1-A,3.03098
2008-06-04,12:52:49.14425,AD1-A,3.05473
2008-06-04,12:53:01.12725,AD1-A,3.01731
2008-06-04,12:53:04.32893,I03,ABSENT
2008-06-04,12:53:04.32893,AD1-A,3.04802
2008-06-04,12:53:05.477501,I03,ABSENT
2008-06-04,12:53:06.885104,I03,PRESENT
2008-06-04,12:53:07.12113,AD1-A,3.02637
2008-06-04,12:53:10.19,AD1-A,3.00559
2008-06-04,12:53:10.498113,M17,ON
2008-06-04,12:53:12.263556,M17,OFF
2008-06-04,12:53:22.7138,AD1-A,3.02716
2008-06-04,12:53:25.279,AD1-A,3.06325
2008-06-04,12:53:31.3749,AD1-A,3.00161
2008-06-04,12:53:34.29871,AD1-A,3.04848
2008-06-04,12:53:35.336987,M17,ON
2008-06-04,12:53:36.781148,M18,ON
2008-06-04,12:53:38.783166,M17,OFF
2008-06-04,12:53:39.70125,M17,ON
2008-06-04,12:53:40.33802,AD1-A,3.00848
2008-06-04,12:53:40.33802,AD1-C,0.0385162
2008-06-04,12:53:40.33802,AD1-B,0.0358599
2008-06-04,12:53:41.722351,M17,OFF
2008-06-04,12:53:43.32966,AD1-B,0.0778137
2008-06-04,12:53:43.32966,AD1-A,3.03919
2008-06-04,12:53:43.32966,AD1-C,0.174612
2008-06-04,12:53:44.306669,M18,OFF
2008-06-04,12:53:46.7459,AD1-B,0.152424
2008-06-04,12:53:46.7459,AD1-A,2.99559
2008-06-04,12:53:46.7459,AD1-C,0.285434
2008-06-04,12:53:49.13058,AD1-A,3.01614
2008-06-04,12:53:49.13058,AD1-C,0.0664854
2008-06-04,12:53:51.946316,M17,ON
2008-06-04,12:53:52.63345,AD1-A,3.03677
2008-06-04,12:53:52.63345,AD1-C,0.0347662
2008-06-04,12:53:54.525664,M18,ON
2008-06-04,12:53:55.1683,AD1-C,0.0619931
2008-06-04,12:53:56.647812,M17,OFF
2008-06-04,12:53:56.937833,M17,ON
2008-06-04,12:54:00.586149,M17,OFF
2008-06-04,12:54:02.592939,M18,OFF
2008-06-04,12:54:04.163,AD1-A,3.01216
2008-06-04,12:54:09.271203,M17,ON
2008-06-04,12:54:10.29923,AD1-A,2.99075
2008-06-04,12:54:13.19078,AD1-B,0.0455476
2008-06-04,12:54:16.8228,AD1-B,0.224652
2008-06-04,12:54:16.8228,AD1-A,3.02192
2008-06-04,12:54:17.684789,M17,OFF
2008-06-04,12:54:19.4395,AD1-B,0.314341
2008-06-04,12:54:19.4395,AD1-A,2.99473
2008-06-04,12:54:19.500334,M17,ON
2008-06-04,12:54:24.461897,M17,OFF
2008-06-04,12:54:24.743825,M17,ON
2008-06-04,12:54:27.26296,I04,ABSENT
2008-06-04,12:54:28.24038,AD1-A,3.0152
2008-06-04,12:54:28.562933,M17,OFF
2008-06-04,12:54:30.87333,M17,ON
2008-06-04,12:54:31.10348,AD1-A,2.98497
2008-06-04,12:54:31.536187,I04,PRESENT
2008-06-04,12:54:33.376627,D01,CLOSE
2008-06-04,12:54:37.5614,AD1-B,0.352427
2008-06-04,12:54:37.5614,AD1-A,3.02747
2008-06-04,12:54:40.22139,AD1-B,0.201566
2008-06-04,12:54:40.22139,AD1-A,2.98622
2008-06-04,12:54:40.559245,M17,OFF
2008-06-04,12:54:43.22395,AD1-B,0.467781
2008-06-04,12:54:46.29649,AD1-A,3.02567
2008-06-04,12:54:52.27107,AD1-B,0.430749
2008-06-04,12:54:52.27107,AD1-A,2.99098
2008-06-04,12:54:58.7178,AD1-A,3.01997
2008-06-04,12:55:04.16118,AD1-B,0.45528
2008-06-04,12:55:04.16118,AD1-A,2.99466
2008-06-04,12:55:07.19376,AD1-B,0.426335
2008-06-04,12:55:07.19376,AD1-A,3.03067
2008-06-04,12:55:07.65044,M17,ON
2008-06-04,12:55:09.830364,M17,OFF
2008-06-04,12:55:10.10331,AD1-B,0.320005
2008-06-04,12:55:10.483372,M17,ON
2008-06-04,12:55:13.28691,AD1-A,2.99122
2008-06-04,12:55:13.967444,M18,ON
2008-06-04,12:55:15.633959,M17,OFF
2008-06-04,12:55:16.27842,AD1-A,2.95864
2008-06-04,12:55:17.468454,M17,ON
2008-06-04,12:55:19.399,AD1-A,2.92919
2008-06-04,12:55:22.23129,AD1-A,2.89208
2008-06-04,12:55:23.392752,M18,OFF
2008-06-04,12:55:23.605705,M17,OFF
2008-06-04,12:55:28.4415,AD1-A,2.86637
2008-06-04,12:55:34.22872,AD1-B,0.0449226
2008-06-04,12:55:36.909257,M17,ON
