date,time,sensor,message
2008-04-15,09:52:51.99568,M17,ON
2008-04-15,09:52:58.49,AD1-B,0.0342583
2008-04-15,09:52:59.774407,M17,OFF
2008-04-15,09:53:01.71785,M17,ON
2008-04-15,09:53:04.3172,AD1-B,0.384732
2008-04-15,09:53:08.179988,M16,ON
2008-04-15,09:53:08.481897,M15,ON
2008-04-15,09:53:09.347652,M14,ON
2008-04-15,09:53:09.642651,M17,ON
2008-04-15,09:53:10.830253,M13,ON
2008-04-15,09:53:12.594836,M16,OFF
2008-04-15,09:53:12.74972,M17,OFF
2008-04-15,09:53:13.768502,M15,OFF
2008-04-15,09:53:14.232414,M14,OFF
2008-04-15,09:53:16.539866,M14,ON
2008-04-15,09:53:17.88545,M14,OFF
2008-04-15,09:53:21.427432,M13,OFF
2008-04-15,09:53:31.968014,M13,ON
2008-04-15,09:53:32.964953,M13,OFF
2008-04-15,09:53:34.4466,M13,ON
2008-04-15,09:53:44.960382,M13,OFF
2008-04-15,09:53:45.312267,M13,ON
2008-04-15,09:53:46.942823,M13,OFF
2008-04-15,09:53:52.477728,M13,ON
2008-04-15,09:53:56.981631,M13,OFF
2008-04-15,09:54:13.937842,M13,ON
2008-04-15,09:54:14.944568,M13,OFF
2008-04-15,09:54:17.923723,M13,ON
2008-04-15,09:54:19.755391,M13,OFF
2008-04-15,09:56:01.886694,M13,ON
2008-04-15,09:56:03.923122,M13,OFF
2008-04-15,09:56:52.604697,M13,ON
2008-04-15,09:56:56.473973,M13,OFF
2008-04-15,09:57:26.356045,M13,ON
2008-04-15,09:57:30.130962,M13,OFF
