date,time,sensor,message
2008-06-09,11:18:41.34366,M13,ON
2008-06-09,11:18:42.462841,M14,ON
2008-06-09,11:18:43.7893,M13,OFF
2008-06-09,11:18:43.808015,M13,ON
2008-06-09,11:18:46.11383,M15,ON
2008-06-09,11:18:46.70754,M16,ON
2008-06-09,11:18:46.988551,M13,OFF
2008-06-09,11:18:47.826684,M17,ON
2008-06-09,11:18:49.614967,M14,OFF
2008-06-09,11:18:49.614967,M15,OFF
2008-06-09,11:18:50.218044,M16,OFF
2008-06-09,11:18:52.20312,AD1-B,0.0395319
2008-06-09,11:18:54.81673,M17,OFF
2008-06-09,11:18:55.15793,AD1-B,0.392467
2008-06-09,11:18:57.22146,M17,ON
2008-06-09,11:18:58.6312,AD1-B,0.448601
2008-06-09,11:18:58.779395,M17,OFF
2008-06-09,11:19:01.751931,M17,ON
2008-06-09,11:19:02.810057,M18,ON
