date,time,sensor,message
2008-04-04,15:19:30.587402,D01,OPEN
2008-04-04,15:19:30.738416,M17,OFF
2008-04-04,15:19:30.96128,M17,ON
2008-04-04,15:19:33.12684,AD1-A,2.88934
2008-04-04,15:19:33.706525,I03,ABSENT
2008-04-04,15:19:35.450148,D01,CLOSE
2008-04-04,15:19:42.2448,AD1-C,0.0707823
2008-04-04,15:19:44.602731,M17,OFF
2008-04-04,15:19:45.26592,AD1-C,0.397311
2008-04-04,15:19:48.16899,AD1-C,0.558055
2008-04-04,15:19:50.40789,M17,ON
2008-04-04,15:19:51.8849,AD1-C,0.495008
2008-04-04,15:19:54.893239,M16,ON
2008-04-04,15:19:55.338322,M15,ON
2008-04-04,15:19:56.27214,M14,ON
2008-04-04,15:19:59.379316,M16,OFF
2008-04-04,15:19:59.565378,M17,OFF
2008-04-04,15:20:00.606011,M15,OFF
2008-04-04,15:20:00.794993,M13,ON
2008-04-04,15:20:02.687563,M13,OFF
2008-04-04,15:20:02.927536,M13,ON
2008-04-04,15:20:05.188431,M14,OFF
2008-04-04,15:20:05.47365,M13,OFF
2008-04-04,15:20:10.142085,M14,ON
2008-04-04,15:20:11.766663,M14,OFF
