date,time,sensor,message
2008-04-03,10:57:29.804504,M13,ON
2008-04-03,10:57:31.708965,M14,ON
2008-04-03,10:57:33.507515,M15,ON
2008-04-03,10:57:34.203353,M16,ON
2008-04-03,10:57:34.39324,M13,OFF
2008-04-03,10:57:34.50728,M13,ON
2008-04-03,10:57:35.294023,M13,OFF
2008-04-03,10:57:35.452017,M15,OFF
2008-04-03,10:57:35.759856,M17,ON
2008-04-03,10:57:36.531704,M14,OFF
2008-04-03,10:57:36.927539,M16,OFF
2008-04-03,10:57:39.937852,M17,OFF
2008-04-03,10:57:42.438,AD1-B,0.0375787
2008-04-03,10:57:42.438,AD1-C,0.0364459
2008-04-03,10:57:45.9542,AD1-B,0.198987
2008-04-03,10:57:45.9542,AD1-C,0.092228
2008-04-03,10:58:05.141772,M17,ON
2008-04-03,10:58:18.458162,M18,ON
2008-04-03,10:58:19.904256,M18,OFF
