date,time,sensor,message
2008-04-03,10:59:08.819464,M17,ON
2008-04-03,10:59:10,E01,STOP_INSTRUCT
2008-04-03,10:59:10.29109,D01,OPEN
2008-04-03,10:59:12.611447,I01,ABSENT
2008-04-03,10:59:13.56128,M17,OFF
2008-04-03,10:59:13.959248,I04,ABSENT
2008-04-03,10:59:17.56883,I02,ABSENT
2008-04-03,10:59:19.445251,I03,ABSENT
2008-04-03,10:59:24.486479,I05,ABSENT
2008-04-03,10:59:26.701673,D01,CLOSE
2008-04-03,10:59:27.534732,M17,ON
2008-04-03,10:59:32.858214,M17,OFF
2008-04-03,10:59:33.13152,AD1-B,0.0457429
2008-04-03,10:59:36.23294,AD1-B,0.123752
2008-04-03,10:59:39.2466,AD1-B,0.0420319
2008-04-03,10:59:41.945637,M17,ON
2008-04-03,10:59:42.93656,AD1-B,0.247308
2008-04-03,10:59:49.160597,I07,ABSENT
2008-04-03,10:59:53.492446,M17,OFF
2008-04-03,10:59:58.547286,M17,ON
2008-04-03,11:00:00.549763,M17,OFF
2008-04-03,11:00:03.12012,AD1-A,2.80661
2008-04-03,11:00:04.307668,M17,ON
2008-04-03,11:00:06.1125,AD1-A,2.90754
2008-04-03,11:00:09.3971,AD1-A,3.01145
2008-04-03,11:00:12.326,AD1-A,3.09208
2008-04-03,11:00:12.535368,M17,OFF
2008-04-03,11:00:18.1061,AD1-A,3.14895
2008-04-03,11:00:21.569823,M17,ON
2008-04-03,11:00:27.5874,AD1-A,3.23052
2008-04-03,11:00:28.224566,M17,OFF
2008-04-03,11:00:28.367581,M17,ON
2008-04-03,11:00:29.480197,M17,OFF
2008-04-03,11:00:33.13034,AD1-A,3.2938
2008-04-03,11:00:34.352181,M17,ON
2008-04-03,11:00:42.23349,AD1-A,3.22771
2008-04-03,11:00:44.483687,M17,OFF
2008-04-03,11:00:51.812675,M17,ON
2008-04-03,11:00:54.508945,M17,OFF
2008-04-03,11:00:55.811552,M17,ON
2008-04-03,11:00:57.19189,AD1-A,3.1627
2008-04-03,11:00:59.573506,M17,OFF
2008-04-03,11:01:00.23353,AD1-A,3.08989
2008-04-03,11:01:01.697959,M17,ON
2008-04-03,11:01:03.921435,M17,OFF
2008-04-03,11:01:06.16943,AD1-A,3.14434
2008-04-03,11:01:06.549854,D01,OPEN
2008-04-03,11:01:09.567981,I02,PRESENT
2008-04-03,11:01:11.38535,D01,CLOSE
2008-04-03,11:01:21.560965,M17,ON
2008-04-03,11:01:25.504263,M17,OFF
2008-04-03,11:01:40.783571,M17,ON
2008-04-03,11:01:43.451766,M17,OFF
2008-04-03,11:01:44.99389,M17,ON
2008-04-03,11:01:45.113937,AD1-B,0.0660166
2008-04-03,11:01:48.9489,AD1-B,0.280942
2008-04-03,11:01:51.496542,M17,OFF
2008-04-03,11:03:24.14245,AD1-A,3.08888
2008-04-03,11:03:27.27369,AD1-A,3.14403
2008-04-03,11:03:48.12913,AD1-A,3.07552
2008-04-03,11:03:51.25185,AD1-A,3.01934
2008-04-03,11:04:03.903188,M17,ON
2008-04-03,11:04:05.833668,M17,OFF
