date,time,sensor,message
2008-06-04,14:00:33.690317,M23,ON
2008-06-04,14:00:34.637011,M01,ON
2008-06-04,14:00:35.128854,M07,ON
2008-06-04,14:00:35.444858,M08,ON
2008-06-04,14:00:35.964695,M23,OFF
2008-06-04,14:00:36.155746,M09,ON
2008-06-04,14:00:36.894601,M14,ON
2008-06-04,14:00:37.59958,M01,OFF
2008-06-04,14:00:38.465477,M08,OFF
2008-06-04,14:00:38.907441,M07,OFF
2008-06-04,14:00:39.322469,M09,OFF
2008-06-04,14:00:40.447175,M13,ON
2008-06-04,14:00:41.926779,M14,OFF
2008-06-04,14:00:41.926779,I08,ABSENT
2008-06-04,14:00:46.520832,M13,OFF
2008-06-04,14:00:47.792919,M13,ON
2008-06-04,14:00:50.203111,M13,OFF
2008-06-04,14:00:50.464124,M13,ON
2008-06-04,14:00:55.912587,M13,OFF
2008-06-04,14:00:57.195169,M13,ON
2008-06-04,14:01:00.808128,M13,OFF
2008-06-04,14:01:01.593886,M13,ON
2008-06-04,14:01:02.64157,M13,OFF
2008-06-04,14:01:03.687272,M13,ON
2008-06-04,14:01:05.20982,M13,OFF
2008-06-04,14:01:06.138597,M13,ON
2008-06-04,14:01:08.248958,M13,OFF
2008-06-04,14:01:09.598585,M13,ON
2008-06-04,14:01:11.395071,M13,OFF
2008-06-04,14:01:15.327937,M13,ON
2008-06-04,14:01:18.126261,M13,OFF
2008-06-04,14:01:21.390502,M13,ON
2008-06-04,14:01:24.126838,M13,OFF
2008-06-04,14:01:25.549406,M13,ON
2008-06-04,14:01:27.965692,M13,OFF
2008-06-04,14:01:28.628544,M13,ON
2008-06-04,14:01:38.314513,M13,OFF
