date,time,sensor,message
2008-06-04,10:31:23.331322,M17,OFF
2008-06-04,10:31:23.780228,D01,OPEN
2008-06-04,10:31:25.188,M17,ON
2008-06-04,10:31:25.599798,I03,ABSENT
2008-06-04,10:31:26.636458,D01,CLOSE
2008-06-04,10:31:31.4256,AD1-C,0.0331646
2008-06-04,10:31:31.704092,M17,OFF
2008-06-04,10:31:34.20457,AD1-C,0.4236
2008-06-04,10:31:37.9662,AD1-C,0.153752
2008-06-04,10:31:40.2023,AD1-C,0.0373443
2008-06-04,10:31:41.139782,M17,ON
2008-06-04,10:31:43.28409,AD1-C,0.146526
2008-06-04,10:31:44.433027,M17,OFF
2008-06-04,10:31:45.405758,M17,ON
2008-06-04,10:31:46.555466,M16,ON
2008-06-04,10:31:46.947347,M15,ON
2008-06-04,10:31:47.308322,M14,ON
2008-06-04,10:31:49.533678,M16,OFF
2008-06-04,10:31:50.250474,M15,OFF
2008-06-04,10:31:50.471451,M17,OFF
2008-06-04,10:31:52.866972,M13,ON
2008-06-04,10:31:55.628175,M13,OFF
2008-06-04,10:31:57.148319,M14,OFF
2008-06-04,10:31:57.809457,M14,ON
2008-06-04,10:32:02.40094,M14,OFF
2008-06-04,10:32:05.107224,M14,ON
2008-06-04,10:32:06.69796,M14,OFF
2008-06-04,10:32:10.498549,M14,ON
2008-06-04,10:32:15.267319,M14,OFF
2008-06-04,10:32:24.199527,M14,ON
2008-06-04,10:32:33.485086,M14,OFF
2008-06-04,10:32:40.492215,M14,ON
2008-06-04,10:32:42.265723,M14,OFF
2008-06-04,10:32:42.74859,M14,ON
2008-06-04,10:32:44.932011,M14,OFF
2008-06-04,10:32:57.316024,M14,ON
2008-06-04,10:33:06.154746,M14,OFF
2008-06-04,10:33:10.651274,M14,ON
2008-06-04,10:33:12.615741,M14,OFF
2008-06-04,10:33:13.621533,M14,ON
2008-06-04,10:33:15.43131,M14,OFF
2008-06-04,10:33:38.817223,M14,ON
2008-06-04,10:33:44.479713,M14,OFF
2008-06-04,10:33:51.220895,M14,ON
2008-06-04,10:33:53.60388,M14,OFF
2008-06-04,10:34:19.702324,M14,ON
2008-06-04,10:34:20.723059,M14,OFF
2008-06-04,10:34:21.81978,M14,ON
2008-06-04,10:34:23.13365,M14,OFF
2008-06-04,10:34:26.122346,M14,ON
2008-06-04,10:34:27.161093,M14,OFF
2008-06-04,10:34:27.332072,M14,ON
2008-06-04,10:34:29.124599,M14,OFF
2008-06-04,10:34:29.954369,M14,ON
2008-06-04,10:34:33.597031,M14,OFF
2008-06-04,10:34:38.657407,M14,ON
2008-06-04,10:34:40.510156,M14,OFF
2008-06-04,10:34:53.403727,M14,ON
2008-06-04,10:34:54.993283,M14,OFF
2008-06-04,10:35:00.121909,M14,ON
2008-06-04,10:35:01.686499,M14,OFF
2008-06-04,10:35:01.967428,M14,ON
2008-06-04,10:35:03.1219,M14,OFF
2008-06-04,10:35:03.762051,M14,ON
2008-06-04,10:35:05.510657,M14,OFF
2008-06-04,10:35:22.549451,M14,ON
2008-06-04,10:35:25.577163,M14,OFF
2008-06-04,10:35:27.86725,M14,ON
2008-06-04,10:35:30.528964,M14,OFF
2008-06-04,10:35:46.492658,M14,ON
2008-06-04,10:35:47.532559,M14,OFF
2008-06-04,10:35:49.538173,M14,ON
2008-06-04,10:35:51.334684,M14,OFF
2008-06-04,10:35:51.481723,M14,ON
2008-06-04,10:35:52.501361,M14,OFF
2008-06-04,10:35:52.734299,M14,ON
2008-06-04,10:35:54.323871,M14,OFF
2008-06-04,10:36:18.93777,M14,ON
2008-06-04,10:36:21.560842,M14,OFF
2008-06-04,10:36:45.451041,M14,ON
2008-06-04,10:36:47.483478,M14,OFF
2008-06-04,10:36:56.12277,M14,ON
2008-06-04,10:36:58.477262,M14,OFF
2008-06-04,10:37:15.578587,M14,ON
2008-06-04,10:37:17.315134,M14,OFF
2008-06-04,10:37:18.735813,M14,ON
2008-06-04,10:37:19.765539,M14,OFF
2008-06-04,10:37:24.145566,M14,ON
2008-06-04,10:37:26.111044,M14,OFF
2008-06-04,10:37:35.367618,M14,ON
2008-06-04,10:37:37.559865,M14,OFF
2008-06-04,10:37:38.809974,M14,ON
2008-06-04,10:37:40.770825,M14,OFF
2008-06-04,10:37:43.627072,M14,ON
2008-06-04,10:37:45.269637,M14,OFF
2008-06-04,10:37:46.670397,M14,ON
2008-06-04,10:37:48.683263,M14,OFF
2008-06-04,10:37:53.572187,M14,ON
2008-06-04,10:37:57.531857,M14,OFF
2008-06-04,10:38:01.88825,M14,ON
2008-06-04,10:38:03.55909,M14,OFF
