date,time,sensor,message
2008-04-15,09:43:29.924123,M13,ON
2008-04-15,09:43:32.496516,M14,ON
2008-04-15,09:43:34.460011,M15,ON
2008-04-15,09:43:34.739985,M16,ON
2008-04-15,09:43:35.91958,M17,ON
2008-04-15,09:43:36.435434,M14,OFF
2008-04-15,09:43:36.939454,M13,OFF
2008-04-15,09:43:37.801493,M15,OFF
2008-04-15,09:43:38.273525,M16,OFF
2008-04-15,09:43:39.303601,M17,OFF
2008-04-15,09:43:40.632,AD1-B,0.0344927
2008-04-15,09:43:43.25825,AD1-B,0.304458
2008-04-15,09:43:49.23497,AD1-B,0.268403
2008-04-15,09:43:52.29623,AD1-B,0.248168
2008-04-15,09:43:55.13746,AD1-B,0.288364
2008-04-15,09:44:02.48861,M17,ON
2008-04-15,09:44:05.507766,M17,OFF
2008-04-15,09:44:07.26371,AD1-B,0.260785
2008-04-15,09:44:09.356836,M17,ON
2008-04-15,09:44:13.535856,M18,ON
2008-04-15,09:44:13.8949,AD1-B,0.283676
