date,time,sensor,message
2008-04-15,13:33:15.817906,D01,OPEN
2008-04-15,13:33:17.710077,I01,ABSENT
2008-04-15,13:33:19.559286,I02,ABSENT
2008-04-15,13:33:21.197393,M17,OFF
2008-04-15,13:33:23.693068,I03,ABSENT
2008-04-15,13:33:25.724494,I03,PRESENT
2008-04-15,13:33:27.353044,M17,ON
2008-04-15,13:33:29.720777,M17,OFF
2008-04-15,13:33:29.80762,D01,CLOSE
2008-04-15,13:33:30.93697,M17,ON
2008-04-15,13:33:32.157531,M17,OFF
2008-04-15,13:33:36.56435,M17,ON
2008-04-15,13:33:38.81888,M17,OFF
2008-04-15,13:33:40.2026,AD1-B,0.0381646
2008-04-15,13:33:42.946306,I07,PRESENT
2008-04-15,13:33:43.202373,AD1-B,0.466179
2008-04-15,13:33:43.655401,I07,ABSENT
2008-04-15,13:33:46.182,AD1-B,0.188323
2008-04-15,13:33:48.6456,M17,ON
2008-04-15,13:33:53.333273,M17,OFF
2008-04-15,13:33:54.660901,D01,OPEN
2008-04-15,13:33:55.12772,AD1-A,2.80004
2008-04-15,13:33:56.548343,D01,CLOSE
2008-04-15,13:33:57.324132,M17,ON
2008-04-15,13:33:58.8932,AD1-A,2.93676
2008-04-15,13:33:58.942699,M17,OFF
2008-04-15,13:34:01.408,AD1-A,3.04833
2008-04-15,13:34:01.706967,M17,ON
2008-04-15,13:34:04.29243,AD1-A,3.10903
2008-04-15,13:34:04.54717,M17,OFF
2008-04-15,13:34:05.552831,M17,ON
2008-04-15,13:34:07.20402,AD1-A,3.16942
2008-04-15,13:34:08.274109,M17,OFF
2008-04-15,13:34:10.7709,AD1-A,3.19896
2008-04-15,13:34:12.39,AD1-A,3.23974
2008-04-15,13:34:22.28649,AD1-A,3.27114
2008-04-15,13:34:24.28499,M17,ON
2008-04-15,13:34:25.70467,M17,OFF
2008-04-15,13:34:30.669914,M17,ON
2008-04-15,13:34:31.4805,AD1-A,3.3006
2008-04-15,13:34:32.583402,M17,OFF
2008-04-15,13:35:19.722838,M17,ON
2008-04-15,13:35:21.218502,M17,OFF
2008-04-15,13:36:49.33371,AD1-A,3.32279
2008-04-15,13:36:51.430735,M17,ON
2008-04-15,13:36:55.600246,M17,OFF
2008-04-15,13:37:01.581651,M17,ON
2008-04-15,13:37:01.6785,AD1-A,3.34286
2008-04-15,13:37:04.86776,AD1-A,3.26216
2008-04-15,13:37:06.590926,M17,OFF
2008-04-15,13:37:07.189,AD1-A,3.14169
2008-04-15,13:37:10.1579,AD1-A,3.06989
2008-04-15,13:37:13.1061,AD1-A,2.99559
2008-04-15,13:37:16.16216,AD1-A,2.95098
2008-04-15,13:37:19.29655,AD1-A,2.92317
2008-04-15,13:37:31.1283,AD1-A,2.95715
2008-04-15,13:37:34.1609,AD1-A,2.99247
2008-04-15,13:37:49.12418,AD1-A,3.01864
2008-04-15,13:37:52.4695,AD1-A,3.0488
2008-04-15,13:38:01.11143,AD1-A,3.02325
2008-04-15,13:38:04.485,AD1-A,3.06098
2008-04-15,13:38:10.12259,AD1-A,3.02419
2008-04-15,13:38:13.22486,AD1-A,3.06387
2008-04-15,13:38:19.2385,AD1-A,3.02739
2008-04-15,13:38:21.435735,M17,ON
2008-04-15,13:38:23.224226,M17,OFF
2008-04-15,13:38:24.604833,M17,ON
2008-04-15,13:38:25.704,AD1-A,3.05708
2008-04-15,13:38:27.583995,M17,OFF
2008-04-15,13:38:28.30855,AD1-A,3.01786
2008-04-15,13:38:40.16575,AD1-A,3.04005
2008-04-15,13:38:43.25916,AD1-A,3.07497
2008-04-15,13:38:49.16382,AD1-A,3.02544
2008-04-15,13:38:55.30964,AD1-A,3.06114
2008-04-15,13:38:55.560014,M17,ON
2008-04-15,13:38:57.55109,M17,OFF
2008-04-15,13:39:00.460441,M17,ON
2008-04-15,13:39:01.20442,AD1-A,3.04005
2008-04-15,13:39:01.57856,M17,OFF
2008-04-15,13:39:05.108741,M17,ON
2008-04-15,13:39:07.19216,AD1-A,3.02005
2008-04-15,13:39:07.19216,D01,OPEN
2008-04-15,13:39:07.900029,M17,OFF
2008-04-15,13:39:08.578953,I04,ABSENT
2008-04-15,13:39:10.511745,M17,ON
2008-04-15,13:39:11.658634,D01,CLOSE
2008-04-15,13:39:13.4305,AD1-A,3.05895
2008-04-15,13:39:13.454281,M17,OFF
2008-04-15,13:39:16.453445,M17,ON
2008-04-15,13:39:19.905,AD1-A,3.02708
2008-04-15,13:39:21.428264,M17,OFF
2008-04-15,13:39:21.691272,M17,ON
2008-04-15,13:39:27.755978,M17,OFF
