date,time,sensor,message
2008-03-28,13:59:34.465264,M13,ON
2008-03-28,13:59:41.298865,M14,ON
2008-03-28,13:59:42.35258,M15,ON
2008-03-28,13:59:42.720502,M16,ON
2008-03-28,13:59:43.840193,M17,ON
2008-03-28,13:59:45.410771,M15,OFF
2008-03-28,13:59:45.4986,M14,OFF
2008-03-28,13:59:45.906647,M13,OFF
2008-03-28,13:59:46.498504,M16,OFF
2008-03-28,13:59:48.404958,M17,OFF
2008-03-28,14:00:10.515988,M17,ON
2008-03-28,14:00:11.262777,M17,OFF
2008-03-28,14:00:11.398803,M17,ON
2008-03-28,14:00:13.846419,M17,OFF
2008-03-28,14:00:22.571361,M17,ON
2008-03-28,14:00:24.143906,M17,OFF
2008-03-28,14:00:25.626524,M17,ON
2008-03-28,14:00:28.829144,M17,OFF
2008-03-28,14:00:29.88507,M17,ON
2008-03-28,14:00:30.987826,M17,OFF
2008-03-28,14:00:49.478529,M18,ON
2008-03-28,14:00:50.689179,M17,ON
2008-03-28,14:00:50.817198,M18,OFF
2008-03-28,14:00:52.644606,M17,OFF
2008-03-28,14:00:53.292534,M17,ON
2008-03-28,14:00:55.855766,M18,ON
2008-03-28,14:00:59.206845,M17,ON
2008-03-28,14:01:00.366541,M17,OFF
2008-03-28,14:01:00.544498,M17,ON
2008-03-28,14:01:02.200015,M18,OFF
2008-03-28,14:01:03.813578,D01,OPEN
2008-03-28,14:01:08.852184,I05,PRESENT
2008-03-28,14:01:09.154185,M17,OFF
2008-03-28,14:01:09.895899,M17,ON
2008-03-28,14:01:15.756296,I02,PRESENT
2008-03-28,14:01:16.38272,M17,OFF
2008-03-28,14:01:16.646064,M17,ON
2008-03-28,14:01:17.313878,D01,CLOSE
2008-03-28,14:01:18.323615,M17,OFF
2008-03-28,14:01:18.915458,M17,ON
2008-03-28,14:01:20.3211,M18,ON
2008-03-28,14:01:25.771317,M17,OFF
2008-03-28,14:01:28.687365,M18,OFF
2008-03-28,14:01:42.751369,M17,ON
2008-03-28,14:01:45.486976,M17,OFF
2008-03-28,14:01:45.840983,M17,ON
2008-03-28,14:01:50.8054,M17,OFF
2008-03-28,14:01:52.1309,M18,ON
2008-03-28,14:01:56.355322,M18,OFF
2008-03-28,14:01:58.856635,M18,ON
2008-03-28,14:02:00.343232,M18,OFF
2008-03-28,14:02:02.879498,M17,ON
2008-03-28,14:02:03.828262,M18,ON
2008-03-28,14:02:06.585507,M17,OFF
