date,time,sensor,message
2008-06-09,10:20:24.485321,M16,ON
2008-06-09,10:20:24.85407,M15,ON
2008-06-09,10:20:25.605048,M17,ON
2008-06-09,10:20:27.221992,M15,OFF
2008-06-09,10:20:27.44601,M16,OFF
2008-06-09,10:20:27.63312,M14,OFF
2008-06-09,10:20:28.18132,AD1-B,0.0335161
2008-06-09,10:20:28.18132,AD1-C,0.0376178
2008-06-09,10:20:28.902125,M17,OFF
2008-06-09,10:20:31.8318,AD1-B,0.165862
2008-06-09,10:20:31.8318,AD1-C,0.0993765
2008-06-09,10:20:34.2231,AD1-B,0.234222
2008-06-09,10:20:46.21789,AD1-B,0.257621
2008-06-09,10:20:48.745027,M17,ON
2008-06-09,10:20:52.21066,AD1-B,0.219339
2008-06-09,10:20:55.27323,AD1-B,0.247152
2008-06-09,10:21:01.10243,AD1-B,0.269223
2008-06-09,10:21:01.10243,M18,ON
2008-06-09,10:21:04.513225,D01,OPEN
2008-06-09,10:21:05.72686,M18,OFF
2008-06-09,10:21:06.204737,D01,CLOSE
2008-06-09,10:21:07.509,AD1-B,0.245394
2008-06-09,10:21:09.353855,M17,OFF
2008-06-09,10:21:11.139352,M17,ON
2008-06-09,10:21:12.217059,M18,ON
