date,time,sensor,message
2008-06-04,09:10:44.53544,M13,ON
2008-06-04,09:10:49.460366,M14,ON
2008-06-04,09:10:50.487106,M16,ON
2008-06-04,09:10:50.57275,M15,ON
2008-06-04,09:10:51.788763,M17,ON
2008-06-04,09:10:52.648519,M16,OFF
2008-06-04,09:10:52.67749,M14,OFF
2008-06-04,09:10:52.855466,M13,OFF
2008-06-04,09:10:53.216357,M15,OFF
2008-06-04,09:10:55.13875,AD1-B,0.034688
2008-06-04,09:10:55.13875,M17,OFF
2008-06-04,09:10:58.29003,AD1-B,0.249144
2008-06-04,09:11:04.17389,AD1-B,0.386725
2008-06-04,09:11:06.640708,M17,ON
2008-06-04,09:11:09.50055,M17,OFF
2008-06-04,09:11:10.28768,AD1-B,0.358365
2008-06-04,09:11:12.449301,M17,ON
2008-06-04,09:11:14.655788,M18,ON
2008-06-04,09:11:16.24478,AD1-B,0.408483
2008-06-04,09:11:16.550394,M17,OFF
2008-06-04,09:11:17.160194,M17,ON
2008-06-04,09:11:19.553561,M18,OFF
2008-06-04,09:11:20.92416,M17,OFF
