date,time,sensor,message
2008-06-09,14:44:18.582242,M13,ON
2008-06-09,14:44:20.581695,M14,ON
2008-06-09,14:44:24.564494,M14,OFF
2008-06-09,14:44:26.309094,M14,ON
2008-06-09,14:44:27.55594,M15,ON
2008-06-09,14:44:27.972957,M16,ON
2008-06-09,14:44:29.213057,M17,ON
2008-06-09,14:44:29.812105,M13,OFF
2008-06-09,14:44:30.528171,M14,OFF
2008-06-09,14:44:31.550332,M15,OFF
2008-06-09,14:44:31.550332,M16,OFF
2008-06-09,14:44:34.623402,M17,OFF
2008-06-09,14:44:39.603064,M18,ON
2008-06-09,14:44:42.695661,M18,OFF
2008-06-09,14:44:44.272486,M18,ON
2008-06-09,14:44:46.626889,M18,OFF
2008-06-09,14:44:49.461116,M18,ON
2008-06-09,14:44:51.39599,M18,OFF
2008-06-09,14:44:52.982101,M18,ON
2008-06-09,14:44:53.422151,M17,ON
2008-06-09,14:44:54.942269,M18,OFF
